,,Fraction of pregnant women registered under JSY
SC Khat B,Jan-2016,0.0
SC Khat B,Feb-2016,0.0
SC Khat B,Mar-2016,0.0
SC Khat B,Total,0.12
SC Khubala,Apr-2015,1.0
SC Khubala,May-2015,0.6
SC Khubala,Jun-2015,1.0
SC Khubala,Jul-2015,0.6666666666666666
SC Khubala,Aug-2015,0.5
SC Khubala,Sep-2015,0.0
SC Khubala,Oct-2015,0.0
SC Khubala,Nov-2015,0.6666666666666666
SC Khubala,Dec-2015,0.6666666666666666
SC Khubala,Jan-2016,0.5
SC Khubala,Feb-2016,0.0
SC Khubala,Mar-2016,0.3333333333333333
SC Khubala,Total,0.48936170212765956
SC Khumari,Apr-2015,1.0
SC Khumari,May-2015,0.25
SC Khumari,Jun-2015,0.75
SC Khumari,Jul-2015,0.5
SC Khumari,Aug-2015,1.0
SC Khumari,Sep-2015,0.6
SC Khumari,Oct-2015,0.75
SC Khumari,Nov-2015,0.4
SC Khumari,Dec-2015,0.1111111111111111
SC Khumari,Jan-2016,1.0
SC Khumari,Feb-2016,0.5
SC Khumari,Mar-2016,0.0
SC Khumari,Total,0.5254237288135594
SC Khursapar,Apr-2015,0.0
SC Khursapar,May-2015,0.0
SC Khursapar,Jun-2015,0.0
SC Khursapar,Jul-2015,0.0
SC Khursapar,Aug-2015,0.16666666666666666
SC Khursapar,Sep-2015,0.25
SC Khursapar,Oct-2015,0.0
SC Khursapar,Nov-2015,
SC Khursapar,Dec-2015,0.0
SC Khursapar,Jan-2016,0.0
SC Khursapar,Feb-2016,1.0
SC Khursapar,Mar-2016,
SC Khursapar,Total,0.17857142857142858
SC Khursapar Kondhali,Apr-2015,0.2
SC Khursapar Kondhali,May-2015,1.0
SC Khursapar Kondhali,Jun-2015,0.8333333333333334
SC Khursapar Kondhali,Jul-2015,0.5
SC Khursapar Kondhali,Aug-2015,0.8
SC Khursapar Kondhali,Sep-2015,1.0
SC Khursapar Kondhali,Oct-2015,0.2857142857142857
SC Khursapar Kondhali,Nov-2015,0.5
SC Khursapar Kondhali,Dec-2015,0.5
SC Khursapar Kondhali,Jan-2016,0.6
SC Khursapar Kondhali,Feb-2016,0.8
SC Khursapar Kondhali,Mar-2016,0.3333333333333333
SC Khursapar Kondhali,Total,0.5737704918032787
SC Kinahala,Apr-2015,0.75
SC Kinahala,May-2015,0.0
SC Kinahala,Jun-2015,0.0
SC Kinahala,Jul-2015,0.3333333333333333
SC Kinahala,Aug-2015,1.0
SC Kinahala,Sep-2015,
SC Kinahala,Oct-2015,0.5
SC Kinahala,Nov-2015,
SC Kinahala,Dec-2015,0.0
SC Kinahala,Jan-2016,0.25
SC Kinahala,Feb-2016,0.6666666666666666
SC Kinahala,Mar-2016,1.0
SC Kinahala,Total,0.4642857142857143
SC Kodegaon,Apr-2015,1.0
SC Kodegaon,May-2015,0.6666666666666666
SC Kodegaon,Jun-2015,0.3333333333333333
SC Kodegaon,Jul-2015,0.5
SC Kodegaon,Aug-2015,0.0
SC Kodegaon,Sep-2015,0.3333333333333333
SC Kodegaon,Oct-2015,0.5
SC Kodegaon,Nov-2015,0.6
SC Kodegaon,Dec-2015,0.16666666666666666
SC Kodegaon,Jan-2016,0.0
SC Kodegaon,Feb-2016,0.3333333333333333
SC Kodegaon,Mar-2016,1.0
SC Kodegaon,Total,0.4358974358974359
SC Kohali,Apr-2015,1.0
SC Kohali,May-2015,0.4
SC Kohali,Jun-2015,0.3333333333333333
SC Kohali,Jul-2015,0.6666666666666666
SC Kohali,Aug-2015,0.3333333333333333
SC Kohali,Sep-2015,1.0
SC Kohali,Oct-2015,0.0
SC Kohali,Nov-2015,0.2
SC Kohali,Dec-2015,0.0
SC Kohali,Jan-2016,0.6666666666666666
SC Kohali,Feb-2016,0.2857142857142857
SC Kohali,Mar-2016,0.5
SC Kohali,Total,0.4782608695652174
SC Kolitmara,Apr-2015,1.0
SC Kolitmara,May-2015,1.0
SC Kolitmara,Jun-2015,1.0
SC Kolitmara,Jul-2015,1.0
SC Kolitmara,Aug-2015,1.0
SC Kolitmara,Sep-2015,1.0
SC Kolitmara,Oct-2015,1.0
SC Kolitmara,Nov-2015,1.0
SC Kolitmara,Dec-2015,1.0
SC Kolitmara,Jan-2016,1.0
SC Kolitmara,Feb-2016,1.0
SC Kolitmara,Mar-2016,1.0
SC Kolitmara,Total,1.0
SC Kondamendhi B,Apr-2015,0.4
SC Kondamendhi B,May-2015,0.5
SC Kondamendhi B,Jun-2015,0.2
SC Kondamendhi B,Jul-2015,0.3333333333333333
SC Kondamendhi B,Aug-2015,0.5555555555555556
SC Kondamendhi B,Sep-2015,0.5
SC Kondamendhi B,Oct-2015,0.0
SC Kondamendhi B,Nov-2015,0.0
SC Kondamendhi B,Dec-2015,0.3333333333333333
SC Kondamendhi B,Jan-2016,0.0
SC Kondamendhi B,Feb-2016,0.3333333333333333
SC Kondamendhi B,Mar-2016,0.3333333333333333
SC Kondamendhi B,Total,0.35714285714285715
SC Kondhasawli,Apr-2015,0.25
SC Kondhasawli,May-2015,1.0
SC Kondhasawli,Jun-2015,0.5
SC Kondhasawli,Jul-2015,0.75
SC Kondhasawli,Aug-2015,1.0
SC Kondhasawli,Sep-2015,0.6666666666666666
SC Kondhasawli,Oct-2015,0.75
SC Kondhasawli,Nov-2015,0.2
SC Kondhasawli,Dec-2015,1.0
SC Kondhasawli,Jan-2016,0.0
SC Kondhasawli,Feb-2016,0.6
SC Kondhasawli,Mar-2016,0.7142857142857143
SC Kondhasawli,Total,0.6140350877192983
SC Koradi New,Apr-2015,0.21052631578947367
SC Koradi New,May-2015,0.3333333333333333
SC Koradi New,Jun-2015,0.21739130434782608
SC Koradi New,Jul-2015,0.38461538461538464
SC Koradi New,Aug-2015,0.35714285714285715
SC Koradi New,Sep-2015,0.47368421052631576
SC Koradi New,Oct-2015,0.38461538461538464
SC Koradi New,Nov-2015,0.3076923076923077
SC Koradi New,Dec-2015,0.5416666666666666
SC Koradi New,Jan-2016,0.2857142857142857
SC Koradi New,Feb-2016,0.11764705882352941
SC Koradi New,Mar-2016,0.16666666666666666
SC Koradi New,Total,0.32075471698113206
SC Koradi Old,Apr-2015,0.6666666666666666
SC Koradi Old,May-2015,0.6666666666666666
SC Koradi Old,Jun-2015,0.8333333333333334
SC Koradi Old,Jul-2015,0.7647058823529411
SC Koradi Old,Aug-2015,0.2727272727272727
SC Koradi Old,Sep-2015,0.8333333333333334
SC Koradi Old,Oct-2015,0.875
SC Koradi Old,Nov-2015,0.8571428571428571
SC Koradi Old,Dec-2015,1.0
SC Koradi Old,Jan-2016,0.3333333333333333
SC Koradi Old,Feb-2016,0.75
SC Koradi Old,Mar-2016,0.6666666666666666
SC Koradi Old,Total,0.7047619047619048
SC Kotcchi,Apr-2015,1.0
SC Kotcchi,May-2015,1.0
SC Kotcchi,Jun-2015,1.0
SC Kotcchi,Jul-2015,0.8333333333333334
SC Kotcchi,Aug-2015,0.7
SC Kotcchi,Sep-2015,1.0
SC Kotcchi,Oct-2015,0.3333333333333333
SC Kotcchi,Nov-2015,1.0
SC Kotcchi,Dec-2015,1.0
SC Kotcchi,Jan-2016,0.6666666666666666
SC Kotcchi,Feb-2016,1.0
SC Kotcchi,Mar-2016,0.3333333333333333
SC Kotcchi,Total,0.7592592592592593
SC Kotewada,Apr-2015,0.2222222222222222
SC Kotewada,May-2015,0.25
SC Kotewada,Jun-2015,0.25
SC Kotewada,Jul-2015,0.2222222222222222
SC Kotewada,Aug-2015,0.0
SC Kotewada,Sep-2015,0.14285714285714285
SC Kotewada,Oct-2015,0.0
SC Kotewada,Nov-2015,0.1111111111111111
SC Kotewada,Dec-2015,0.75
SC Kotewada,Jan-2016,0.0
SC Kotewada,Feb-2016,0.05
SC Kotewada,Mar-2016,0.16666666666666666
SC Kotewada,Total,0.14285714285714285
SC Kothurana,Apr-2015,0.6666666666666666
SC Kothurana,May-2015,0.25
SC Kothurana,Jun-2015,0.6666666666666666
SC Kothurana,Jul-2015,0.5
SC Kothurana,Aug-2015,0.3888888888888889
SC Kothurana,Sep-2015,1.0
SC Kothurana,Oct-2015,0.6666666666666666
SC Kothurana,Nov-2015,0.8333333333333334
SC Kothurana,Dec-2015,0.42857142857142855
SC Kothurana,Jan-2016,0.5
SC Kothurana,Feb-2016,0.16666666666666666
SC Kothurana,Mar-2016,0.7142857142857143
SC Kothurana,Total,0.5204081632653061
SC Kuhi,Apr-2015,0.07407407407407407
SC Kuhi,May-2015,0.13333333333333333
SC Kuhi,Jun-2015,1.0
SC Kuhi,Jul-2015,0.375
SC Kuhi,Aug-2015,0.3125
SC Kuhi,Sep-2015,0.0
SC Kuhi,Oct-2015,0.0
SC Kuhi,Nov-2015,0.0
SC Kuhi,Dec-2015,0.2631578947368421
SC Kuhi,Jan-2016,0.35714285714285715
SC Kuhi,Feb-2016,0.375
SC Kuhi,Mar-2016,0.21428571428571427
SC Kuhi,Total,0.23214285714285715
SC Kujba,Apr-2015,1.0
SC Kujba,May-2015,0.2
SC Kujba,Jun-2015,0.25
SC Kujba,Jul-2015,0.0
SC Kujba,Aug-2015,0.0
SC Kujba,Sep-2015,0.0
SC Kujba,Oct-2015,0.3333333333333333
SC Kujba,Nov-2015,0.25
SC Kujba,Dec-2015,0.0
SC Kujba,Jan-2016,0.16666666666666666
SC Kujba,Feb-2016,0.4
SC Kujba,Mar-2016,0.0
SC Kujba,Total,0.20408163265306123
SC LOHARI SAWANGA,Apr-2015,0.6666666666666666
SC LOHARI SAWANGA,May-2015,0.6
SC LOHARI SAWANGA,Jun-2015,0.8333333333333334
SC LOHARI SAWANGA,Jul-2015,0.6
SC LOHARI SAWANGA,Aug-2015,0.5
SC LOHARI SAWANGA,Sep-2015,1.0
SC LOHARI SAWANGA,Oct-2015,0.75
SC LOHARI SAWANGA,Nov-2015,0.8
SC LOHARI SAWANGA,Dec-2015,0.2857142857142857
SC LOHARI SAWANGA,Jan-2016,0.5
SC LOHARI SAWANGA,Feb-2016,0.0
SC LOHARI SAWANGA,Mar-2016,0.6666666666666666
SC LOHARI SAWANGA,Total,0.6166666666666667
SC Ladgao,Apr-2015,0.8571428571428571
SC Ladgao,May-2015,1.0
SC Ladgao,Jun-2015,0.8333333333333334
SC Ladgao,Jul-2015,1.0
SC Ladgao,Aug-2015,0.75
SC Ladgao,Sep-2015,1.0
SC Ladgao,Oct-2015,1.0
SC Ladgao,Nov-2015,0.8
SC Ladgao,Dec-2015,1.0
SC Ladgao,Jan-2016,1.0
SC Ladgao,Feb-2016,1.0
SC Ladgao,Mar-2016,1.0
SC Ladgao,Total,0.9354838709677419
SC Lava,Apr-2015,0.42857142857142855
SC Lava,May-2015,0.15
SC Lava,Jun-2015,0.3333333333333333
SC Lava,Jul-2015,0.3157894736842105
SC Lava,Aug-2015,0.2777777777777778
SC Lava,Sep-2015,0.4
SC Lava,Oct-2015,0.3076923076923077
SC Lava,Nov-2015,0.7058823529411765
SC Lava,Dec-2015,0.36363636363636365
SC Lava,Jan-2016,0.058823529411764705
SC Lava,Feb-2016,0.5263157894736842
SC Lava,Mar-2016,0.25
SC Lava,Total,0.33962264150943394
SC Liinga,Apr-2015,0.6666666666666666
SC Liinga,May-2015,1.0
SC Liinga,Jun-2015,0.0
SC Liinga,Jul-2015,0.6
SC Liinga,Aug-2015,0.6666666666666666
SC Liinga,Sep-2015,0.6666666666666666
SC Liinga,Oct-2015,0.4444444444444444
SC Liinga,Nov-2015,0.25
SC Liinga,Dec-2015,0.4
SC Liinga,Jan-2016,0.5
SC Liinga,Feb-2016,0.3333333333333333
SC Liinga,Mar-2016,0.0
SC Liinga,Total,0.46938775510204084
SC Lodha,Apr-2015,1.0
SC Lodha,May-2015,1.0
SC Lodha,Jun-2015,1.0
SC Lodha,Jul-2015,1.0
SC Lodha,Aug-2015,1.0
SC Lodha,Sep-2015,1.0
SC Lodha,Oct-2015,1.0
SC Lodha,Nov-2015,1.0
SC Lodha,Dec-2015,1.0
SC Lodha,Jan-2016,0.5
SC Lodha,Feb-2016,1.0
SC Lodha,Mar-2016,1.0
SC Lodha,Total,0.972972972972973
SC Lonkhairi,Apr-2015,0.625
SC Lonkhairi,May-2015,0.3333333333333333
SC Lonkhairi,Jun-2015,0.5
SC Lonkhairi,Jul-2015,1.0
SC Lonkhairi,Aug-2015,0.25
SC Lonkhairi,Sep-2015,0.2857142857142857
SC Lonkhairi,Oct-2015,0.0
SC Lonkhairi,Nov-2015,0.75
SC Lonkhairi,Dec-2015,0.3076923076923077
SC Lonkhairi,Jan-2016,0.75
SC Lonkhairi,Feb-2016,0.3333333333333333
SC Lonkhairi,Mar-2016,0.2
SC Lonkhairi,Total,0.3780487804878049
SC MAHALGAON Nand,Apr-2015,0.5
SC MAHALGAON Nand,May-2015,1.0
SC MAHALGAON Nand,Jun-2015,0.3333333333333333
SC MAHALGAON Nand,Jul-2015,0.7142857142857143
SC MAHALGAON Nand,Aug-2015,0.5
SC MAHALGAON Nand,Sep-2015,0.8571428571428571
SC MAHALGAON Nand,Oct-2015,0.3333333333333333
SC MAHALGAON Nand,Nov-2015,0.4
SC MAHALGAON Nand,Dec-2015,0.875
SC MAHALGAON Nand,Jan-2016,0.7142857142857143
SC MAHALGAON Nand,Feb-2016,0.42857142857142855
SC MAHALGAON Nand,Mar-2016,0.5
SC MAHALGAON Nand,Total,0.5833333333333334
SC MALEWADA Jawali,Apr-2015,0.6666666666666666
SC MALEWADA Jawali,May-2015,0.5714285714285714
SC MALEWADA Jawali,Jun-2015,0.5
SC MALEWADA Jawali,Jul-2015,0.6
SC MALEWADA Jawali,Aug-2015,0.8
SC MALEWADA Jawali,Sep-2015,0.8
SC MALEWADA Jawali,Oct-2015,0.16666666666666666
SC MALEWADA Jawali,Nov-2015,0.5714285714285714
SC MALEWADA Jawali,Dec-2015,0.5
SC MALEWADA Jawali,Jan-2016,0.42857142857142855
SC MALEWADA Jawali,Feb-2016,1.0
SC MALEWADA Jawali,Mar-2016,0.5
SC MALEWADA Jawali,Total,0.5833333333333334
SC MANGARUL Nand,Apr-2015,0.6666666666666666
SC MANGARUL Nand,May-2015,1.0
SC MANGARUL Nand,Jun-2015,0.6
SC MANGARUL Nand,Jul-2015,1.0
SC MANGARUL Nand,Aug-2015,1.0
SC MANGARUL Nand,Sep-2015,0.6666666666666666
SC MANGARUL Nand,Oct-2015,0.75
SC MANGARUL Nand,Nov-2015,1.0
SC MANGARUL Nand,Dec-2015,0.75
SC MANGARUL Nand,Jan-2016,0.5
SC MANGARUL Nand,Feb-2016,0.75
SC MANGARUL Nand,Mar-2016,0.0
SC MANGARUL Nand,Total,0.7843137254901961
SC MEDHA Jawali,Apr-2015,1.0
SC MEDHA Jawali,May-2015,0.25
SC MEDHA Jawali,Jun-2015,0.5
SC MEDHA Jawali,Jul-2015,0.7142857142857143
SC MEDHA Jawali,Aug-2015,0.0
SC MEDHA Jawali,Sep-2015,0.0
SC MEDHA Jawali,Oct-2015,0.0
SC MEDHA Jawali,Nov-2015,1.0
SC MEDHA Jawali,Dec-2015,0.0
SC MEDHA Jawali,Jan-2016,0.0
SC MEDHA Jawali,Feb-2016,1.0
SC MEDHA Jawali,Mar-2016,1.0
SC MEDHA Jawali,Total,0.3783783783783784
SC MENDHLA,Apr-2015,
SC MENDHLA,May-2015,
SC MENDHLA,Jun-2015,0.0
SC MENDHLA,Jul-2015,
SC MENDHLA,Aug-2015,0.0
SC MENDHLA,Sep-2015,0.0
SC MENDHLA,Oct-2015,0.0
SC MENDHLA,Nov-2015,0.0
SC MENDHLA,Dec-2015,0.0
SC MENDHLA,Jan-2016,
SC MENDHLA,Feb-2016,
SC MENDHLA,Mar-2016,
SC MENDHLA,Total,0.0
SC Madivi,Apr-2015,0.75
SC Madivi,May-2015,0.5
SC Madivi,Jun-2015,0.0
SC Madivi,Jul-2015,0.0
SC Madivi,Aug-2015,0.0
SC Madivi,Sep-2015,0.16666666666666666
SC Madivi,Oct-2015,0.25
SC Madivi,Nov-2015,1.0
SC Madivi,Dec-2015,
SC Madivi,Jan-2016,0.3333333333333333
SC Madivi,Feb-2016,0.3333333333333333
SC Madivi,Mar-2016,0.3333333333333333
SC Madivi,Total,0.3
SC Mahadula,Apr-2015,0.4
SC Mahadula,May-2015,0.5
SC Mahadula,Jun-2015,0.42857142857142855
SC Mahadula,Jul-2015,0.6666666666666666
SC Mahadula,Aug-2015,1.0
SC Mahadula,Sep-2015,1.0
SC Mahadula,Oct-2015,0.7272727272727273
SC Mahadula,Nov-2015,1.0
SC Mahadula,Dec-2015,1.0
SC Mahadula,Jan-2016,1.0
SC Mahadula,Feb-2016,0.8571428571428571
SC Mahadula,Mar-2016,0.6666666666666666
SC Mahadula,Total,0.7534246575342466
SC Mahadula Gumthi,Apr-2015,0.4
SC Mahadula Gumthi,May-2015,0.4090909090909091
SC Mahadula Gumthi,Jun-2015,0.8571428571428571
SC Mahadula Gumthi,Jul-2015,0.2777777777777778
SC Mahadula Gumthi,Aug-2015,0.5
SC Mahadula Gumthi,Sep-2015,0.3333333333333333
SC Mahadula Gumthi,Oct-2015,0.5
SC Mahadula Gumthi,Nov-2015,0.0
SC Mahadula Gumthi,Dec-2015,0.3333333333333333
SC Mahadula Gumthi,Jan-2016,0.2727272727272727
SC Mahadula Gumthi,Feb-2016,0.3333333333333333
SC Mahadula Gumthi,Mar-2016,0.15384615384615385
SC Mahadula Gumthi,Total,0.3708609271523179
SC Mahalgaon Gumthala,Apr-2015,0.23076923076923078
SC Mahalgaon Gumthala,May-2015,0.2222222222222222
SC Mahalgaon Gumthala,Jun-2015,0.2
SC Mahalgaon Gumthala,Jul-2015,0.17647058823529413
SC Mahalgaon Gumthala,Aug-2015,0.23529411764705882
SC Mahalgaon Gumthala,Sep-2015,0.2222222222222222
SC Mahalgaon Gumthala,Oct-2015,0.0625
SC Mahalgaon Gumthala,Nov-2015,0.08333333333333333
SC Mahalgaon Gumthala,Dec-2015,0.125
SC Mahalgaon Gumthala,Jan-2016,0.4444444444444444
SC Mahalgaon Gumthala,Feb-2016,0.5333333333333333
SC Mahalgaon Gumthala,Mar-2016,0.09090909090909091
SC Mahalgaon Gumthala,Total,0.21301775147928995
SC Mahedi,Apr-2015,0.6666666666666666
SC Mahedi,May-2015,0.75
SC Mahedi,Jun-2015,0.16666666666666666
SC Mahedi,Jul-2015,0.375
SC Mahedi,Aug-2015,0.42857142857142855
SC Mahedi,Sep-2015,0.1111111111111111
SC Mahedi,Oct-2015,0.2857142857142857
SC Mahedi,Nov-2015,0.0
SC Mahedi,Dec-2015,0.5714285714285714
SC Mahedi,Jan-2016,0.5
SC Mahedi,Feb-2016,0.3333333333333333
SC Mahedi,Mar-2016,0.4
SC Mahedi,Total,0.38095238095238093
SC Mahendri,Apr-2015,0.4
SC Mahendri,May-2015,0.75
SC Mahendri,Jun-2015,0.6666666666666666
SC Mahendri,Jul-2015,0.5
SC Mahendri,Aug-2015,1.0
SC Mahendri,Sep-2015,0.8
SC Mahendri,Oct-2015,0.8
SC Mahendri,Nov-2015,1.0
SC Mahendri,Dec-2015,0.5
SC Mahendri,Jan-2016,0.5
SC Mahendri,Feb-2016,1.0
SC Mahendri,Mar-2016,1.0
SC Mahendri,Total,0.717948717948718
SC Mahurzari,Apr-2015,0.26666666666666666
SC Mahurzari,May-2015,0.0
SC Mahurzari,Jun-2015,0.5
SC Mahurzari,Jul-2015,0.07692307692307693
SC Mahurzari,Aug-2015,0.6666666666666666
SC Mahurzari,Sep-2015,0.2857142857142857
SC Mahurzari,Oct-2015,0.2857142857142857
SC Mahurzari,Nov-2015,0.5
SC Mahurzari,Dec-2015,0.5
SC Mahurzari,Jan-2016,0.5384615384615384
SC Mahurzari,Feb-2016,0.46153846153846156
SC Mahurzari,Mar-2016,0.5714285714285714
SC Mahurzari,Total,0.3939393939393939
SC Makardhokada,Apr-2015,0.75
SC Makardhokada,May-2015,1.0
SC Makardhokada,Jun-2015,0.75
SC Makardhokada,Jul-2015,0.42857142857142855
SC Makardhokada,Aug-2015,1.0
SC Makardhokada,Sep-2015,0.0
SC Makardhokada,Oct-2015,1.0
SC Makardhokada,Nov-2015,0.25
SC Makardhokada,Dec-2015,0.8
SC Makardhokada,Jan-2016,0.4
SC Makardhokada,Feb-2016,1.0
SC Makardhokada,Mar-2016,0.5
SC Makardhokada,Total,0.62
SC Malegaon Patansawangi,Apr-2015,0.39285714285714285
SC Malegaon Patansawangi,May-2015,0.625
SC Malegaon Patansawangi,Jun-2015,0.6666666666666666
SC Malegaon Patansawangi,Jul-2015,0.75
SC Malegaon Patansawangi,Aug-2015,0.29411764705882354
SC Malegaon Patansawangi,Sep-2015,0.5384615384615384
SC Malegaon Patansawangi,Oct-2015,0.4
SC Malegaon Patansawangi,Nov-2015,0.375
SC Malegaon Patansawangi,Dec-2015,0.6
SC Malegaon Patansawangi,Jan-2016,0.5454545454545454
SC Malegaon Patansawangi,Feb-2016,0.5789473684210527
SC Malegaon Patansawangi,Mar-2016,0.42105263157894735
SC Malegaon Patansawangi,Total,0.5073891625615764
SC Malni,Apr-2015,1.0
SC Malni,May-2015,0.0
SC Malni,Jun-2015,0.5
SC Malni,Jul-2015,0.75
SC Malni,Aug-2015,0.6
SC Malni,Sep-2015,0.0
SC Malni,Oct-2015,0.0
SC Malni,Nov-2015,0.0
SC Malni,Dec-2015,1.0
SC Malni,Jan-2016,
SC Malni,Feb-2016,0.3333333333333333
SC Malni,Mar-2016,1.0
SC Malni,Total,0.5116279069767442
SC Mandhal,Apr-2015,0.7142857142857143
SC Mandhal,May-2015,0.125
SC Mandhal,Jun-2015,0.42857142857142855
SC Mandhal,Jul-2015,1.0
SC Mandhal,Aug-2015,0.0
SC Mandhal,Sep-2015,0.125
SC Mandhal,Oct-2015,0.0
SC Mandhal,Nov-2015,0.0
SC Mandhal,Dec-2015,0.3333333333333333
SC Mandhal,Jan-2016,0.4
SC Mandhal,Feb-2016,0.2857142857142857
SC Mandhal,Mar-2016,0.375
SC Mandhal,Total,0.30303030303030304
SC Mandri,Apr-2015,0.6
SC Mandri,May-2015,1.0
SC Mandri,Jun-2015,0.2857142857142857
SC Mandri,Jul-2015,0.0
SC Mandri,Aug-2015,0.6666666666666666
SC Mandri,Sep-2015,0.3333333333333333
SC Mandri,Oct-2015,0.5
SC Mandri,Nov-2015,
SC Mandri,Dec-2015,0.8
SC Mandri,Jan-2016,0.5
SC Mandri,Feb-2016,0.6666666666666666
SC Mandri,Mar-2016,1.0
SC Mandri,Total,0.5
SC Manegaon Hiwara,Apr-2015,1.0
SC Manegaon Hiwara,May-2015,1.0
SC Manegaon Hiwara,Jun-2015,1.0
SC Manegaon Hiwara,Jul-2015,1.0
SC Manegaon Hiwara,Aug-2015,1.0
SC Manegaon Hiwara,Sep-2015,1.0
SC Manegaon Hiwara,Oct-2015,1.0
SC Manegaon Hiwara,Nov-2015,1.0
SC Manegaon Hiwara,Dec-2015,1.0
SC Manegaon Hiwara,Jan-2016,0.8
SC Manegaon Hiwara,Feb-2016,1.0
SC Manegaon Hiwara,Mar-2016,0.0
SC Manegaon Hiwara,Total,0.9701492537313433
SC Mansar,Apr-2015,1.0
SC Mansar,May-2015,0.6666666666666666
SC Mansar,Jun-2015,0.6
SC Mansar,Jul-2015,0.125
SC Mansar,Aug-2015,0.125
SC Mansar,Sep-2015,0.5
SC Mansar,Oct-2015,0.16666666666666666
SC Mansar,Nov-2015,0.3333333333333333
SC Mansar,Dec-2015,0.0
SC Mansar,Jan-2016,0.2
SC Mansar,Feb-2016,0.0
SC Mansar,Mar-2016,0.6666666666666666
SC Mansar,Total,0.28846153846153844
SC Masala,Apr-2015,1.0
SC Masala,May-2015,0.3333333333333333
SC Masala,Jun-2015,0.3333333333333333
SC Masala,Jul-2015,0.0
SC Masala,Aug-2015,0.5
SC Masala,Sep-2015,1.0
SC Masala,Oct-2015,1.0
SC Masala,Nov-2015,1.0
SC Masala,Dec-2015,0.5
SC Masala,Jan-2016,1.0
SC Masala,Feb-2016,1.0
SC Masala,Mar-2016,1.0
SC Masala,Total,0.7096774193548387
SC Masod Kondhali,Apr-2015,0.6
SC Masod Kondhali,May-2015,1.0
SC Masod Kondhali,Jun-2015,0.5
SC Masod Kondhali,Jul-2015,0.6
SC Masod Kondhali,Aug-2015,1.0
SC Masod Kondhali,Sep-2015,1.0
SC Masod Kondhali,Oct-2015,0.8571428571428571
SC Masod Kondhali,Nov-2015,0.6666666666666666
SC Masod Kondhali,Dec-2015,0.7272727272727273
SC Masod Kondhali,Jan-2016,0.6666666666666666
SC Masod Kondhali,Feb-2016,0.5
SC Masod Kondhali,Mar-2016,0.875
SC Masod Kondhali,Total,0.7714285714285715
SC Mathani,Apr-2015,0.2222222222222222
SC Mathani,May-2015,0.4166666666666667
SC Mathani,Jun-2015,0.5
SC Mathani,Jul-2015,0.3333333333333333
SC Mathani,Aug-2015,0.2857142857142857
SC Mathani,Sep-2015,0.18181818181818182
SC Mathani,Oct-2015,0.5
SC Mathani,Nov-2015,0.5
SC Mathani,Dec-2015,0.35714285714285715
SC Mathani,Jan-2016,0.6666666666666666
SC Mathani,Feb-2016,0.8
SC Mathani,Mar-2016,0.42857142857142855
SC Mathani,Total,0.4112903225806452
SC Mendhepathar,Apr-2015,0.875
SC Mendhepathar,May-2015,0.6666666666666666
SC Mendhepathar,Jun-2015,1.0
SC Mendhepathar,Jul-2015,0.4
SC Mendhepathar,Aug-2015,0.6666666666666666
SC Mendhepathar,Sep-2015,0.6666666666666666
SC Mendhepathar,Oct-2015,1.0
SC Mendhepathar,Nov-2015,0.25
SC Mendhepathar,Dec-2015,0.875
SC Mendhepathar,Jan-2016,0.5
SC Mendhepathar,Feb-2016,0.6666666666666666
SC Mendhepathar,Mar-2016,0.5
SC Mendhepathar,Total,0.6862745098039216
SC Mendki,Apr-2015,0.2
SC Mendki,May-2015,0.3333333333333333
SC Mendki,Jun-2015,0.5555555555555556
SC Mendki,Jul-2015,0.0
SC Mendki,Aug-2015,0.5
SC Mendki,Sep-2015,1.0
SC Mendki,Oct-2015,0.5
SC Mendki,Nov-2015,0.5
SC Mendki,Dec-2015,0.5
SC Mendki,Jan-2016,1.0
SC Mendki,Feb-2016,0.42857142857142855
SC Mendki,Mar-2016,0.75
SC Mendki,Total,0.5714285714285714
SC Mohgaon,Apr-2015,0.25
SC Mohgaon,May-2015,0.42857142857142855
SC Mohgaon,Jun-2015,0.3333333333333333
SC Mohgaon,Jul-2015,0.5
SC Mohgaon,Aug-2015,0.5555555555555556
SC Mohgaon,Sep-2015,0.6666666666666666
SC Mohgaon,Oct-2015,0.5
SC Mohgaon,Nov-2015,0.4444444444444444
SC Mohgaon,Dec-2015,0.4444444444444444
SC Mohgaon,Jan-2016,0.5
SC Mohgaon,Feb-2016,0.5
SC Mohgaon,Mar-2016,0.45454545454545453
SC Mohgaon,Total,0.4470588235294118
SC Mohpa,Apr-2015,0.0
SC Mohpa,May-2015,0.0
SC Mohpa,Jun-2015,0.0
SC Mohpa,Jul-2015,0.5
SC Mohpa,Aug-2015,0.5
SC Mohpa,Sep-2015,0.0
SC Mohpa,Oct-2015,0.0
SC Mohpa,Nov-2015,0.0
SC Mohpa,Dec-2015,0.0
SC Mohpa,Jan-2016,0.5
SC Mohpa,Feb-2016,0.0
SC Mohpa,Mar-2016,
SC Mohpa,Total,0.15151515151515152
SC Mondha,Apr-2015,0.0
SC Mondha,May-2015,0.5714285714285714
SC Mondha,Jun-2015,0.5
SC Mondha,Jul-2015,0.42857142857142855
SC Mondha,Aug-2015,0.8888888888888888
SC Mondha,Sep-2015,0.5
SC Mondha,Oct-2015,0.25
SC Mondha,Nov-2015,0.5
SC Mondha,Dec-2015,0.5
SC Mondha,Jan-2016,0.5555555555555556
