,,Fraction of pregnant women registered under JSY
SC Mondha,Feb-2016,0.4
SC Mondha,Mar-2016,0.42857142857142855
SC Mondha,Total,0.45555555555555555
SC Mouda,Apr-2015,0.35
SC Mouda,May-2015,0.6111111111111112
SC Mouda,Jun-2015,0.3076923076923077
SC Mouda,Jul-2015,0.5384615384615384
SC Mouda,Aug-2015,0.3333333333333333
SC Mouda,Sep-2015,0.0
SC Mouda,Oct-2015,0.13333333333333333
SC Mouda,Nov-2015,0.3333333333333333
SC Mouda,Dec-2015,0.3076923076923077
SC Mouda,Jan-2016,0.3076923076923077
SC Mouda,Feb-2016,0.3333333333333333
SC Mouda,Mar-2016,0.1
SC Mouda,Total,0.29292929292929293
SC Mowad,Apr-2015,
SC Mowad,May-2015,
SC Mowad,Jun-2015,
SC Mowad,Jul-2015,
SC Mowad,Aug-2015,
SC Mowad,Sep-2015,
SC Mowad,Oct-2015,
SC Mowad,Nov-2015,
SC Mowad,Dec-2015,
SC Mowad,Jan-2016,
SC Mowad,Feb-2016,
SC Mowad,Mar-2016,
SC Mowad,Total,
SC Murti,Apr-2015,0.6666666666666666
SC Murti,May-2015,0.5
SC Murti,Jun-2015,0.0
SC Murti,Jul-2015,0.6666666666666666
SC Murti,Aug-2015,0.625
SC Murti,Sep-2015,1.0
SC Murti,Oct-2015,0.5
SC Murti,Nov-2015,0.0
SC Murti,Dec-2015,0.75
SC Murti,Jan-2016,1.0
SC Murti,Feb-2016,0.9166666666666666
SC Murti,Mar-2016,
SC Murti,Total,0.717948717948718
SC Musalgaon,Apr-2015,0.0
SC Musalgaon,May-2015,0.0
SC Musalgaon,Jun-2015,0.16666666666666666
SC Musalgaon,Jul-2015,0.16666666666666666
SC Musalgaon,Aug-2015,0.5
SC Musalgaon,Sep-2015,0.2
SC Musalgaon,Oct-2015,0.0
SC Musalgaon,Nov-2015,0.0
SC Musalgaon,Dec-2015,0.0
SC Musalgaon,Jan-2016,0.4
SC Musalgaon,Feb-2016,0.14285714285714285
SC Musalgaon,Mar-2016,0.0
SC Musalgaon,Total,0.14035087719298245
SC Musewadi,Apr-2015,1.0
SC Musewadi,May-2015,1.0
SC Musewadi,Jun-2015,1.0
SC Musewadi,Jul-2015,0.5
SC Musewadi,Aug-2015,0.0
SC Musewadi,Sep-2015,1.0
SC Musewadi,Oct-2015,1.0
SC Musewadi,Nov-2015,0.0
SC Musewadi,Dec-2015,0.0
SC Musewadi,Jan-2016,1.0
SC Musewadi,Feb-2016,0.75
SC Musewadi,Mar-2016,0.3333333333333333
SC Musewadi,Total,0.6111111111111112
SC NAND,Apr-2015,0.6666666666666666
SC NAND,May-2015,
SC NAND,Jun-2015,0.0
SC NAND,Jul-2015,0.0
SC NAND,Aug-2015,0.0
SC NAND,Sep-2015,0.75
SC NAND,Oct-2015,0.25
SC NAND,Nov-2015,0.0
SC NAND,Dec-2015,1.0
SC NAND,Jan-2016,0.25
SC NAND,Feb-2016,0.5
SC NAND,Mar-2016,0.0
SC NAND,Total,0.34375
SC NARHAR,Apr-2015,1.0
SC NARHAR,May-2015,1.0
SC NARHAR,Jun-2015,
SC NARHAR,Jul-2015,1.0
SC NARHAR,Aug-2015,1.0
SC NARHAR,Sep-2015,1.0
SC NARHAR,Oct-2015,
SC NARHAR,Nov-2015,1.0
SC NARHAR,Dec-2015,
SC NARHAR,Jan-2016,1.0
SC NARHAR,Feb-2016,1.0
SC NARHAR,Mar-2016,1.0
SC NARHAR,Total,1.0
SC NAXI,Apr-2015,0.375
SC NAXI,May-2015,0.0
SC NAXI,Jun-2015,0.375
SC NAXI,Jul-2015,0.2
SC NAXI,Aug-2015,0.4
SC NAXI,Sep-2015,1.0
SC NAXI,Oct-2015,0.2857142857142857
SC NAXI,Nov-2015,0.25
SC NAXI,Dec-2015,0.6666666666666666
SC NAXI,Jan-2016,0.3333333333333333
SC NAXI,Feb-2016,0.7142857142857143
SC NAXI,Mar-2016,0.5
SC NAXI,Total,0.3898305084745763
SC NIMKHEDA,Apr-2015,0.5454545454545454
SC NIMKHEDA,May-2015,0.0
SC NIMKHEDA,Jun-2015,0.3
SC NIMKHEDA,Jul-2015,1.0
SC NIMKHEDA,Aug-2015,0.5454545454545454
SC NIMKHEDA,Sep-2015,0.1
SC NIMKHEDA,Oct-2015,0.5555555555555556
SC NIMKHEDA,Nov-2015,0.5714285714285714
SC NIMKHEDA,Dec-2015,0.25
SC NIMKHEDA,Jan-2016,0.2
SC NIMKHEDA,Feb-2016,0.16666666666666666
SC NIMKHEDA,Mar-2016,0.1
SC NIMKHEDA,Total,0.36363636363636365
SC Nagalwadi,Apr-2015,1.0
SC Nagalwadi,May-2015,0.6
SC Nagalwadi,Jun-2015,1.0
SC Nagalwadi,Jul-2015,0.8333333333333334
SC Nagalwadi,Aug-2015,1.0
SC Nagalwadi,Sep-2015,1.0
SC Nagalwadi,Oct-2015,1.0
SC Nagalwadi,Nov-2015,0.0
SC Nagalwadi,Dec-2015,1.0
SC Nagalwadi,Jan-2016,1.0
SC Nagalwadi,Feb-2016,
SC Nagalwadi,Mar-2016,1.0
SC Nagalwadi,Total,0.8913043478260869
SC Nagardhan,Apr-2015,0.38461538461538464
SC Nagardhan,May-2015,0.2727272727272727
SC Nagardhan,Jun-2015,0.21052631578947367
SC Nagardhan,Jul-2015,0.10714285714285714
SC Nagardhan,Aug-2015,0.4090909090909091
SC Nagardhan,Sep-2015,0.26666666666666666
SC Nagardhan,Oct-2015,0.25
SC Nagardhan,Nov-2015,0.375
SC Nagardhan,Dec-2015,0.5555555555555556
SC Nagardhan,Jan-2016,0.3076923076923077
SC Nagardhan,Feb-2016,0.20833333333333334
SC Nagardhan,Mar-2016,0.1111111111111111
SC Nagardhan,Total,0.2832618025751073
SC Nanda Gomukh,Apr-2015,0.5
SC Nanda Gomukh,May-2015,0.0
SC Nanda Gomukh,Jun-2015,0.0
SC Nanda Gomukh,Jul-2015,0.16666666666666666
SC Nanda Gomukh,Aug-2015,0.0
SC Nanda Gomukh,Sep-2015,0.3333333333333333
SC Nanda Gomukh,Oct-2015,0.0
SC Nanda Gomukh,Nov-2015,0.5
SC Nanda Gomukh,Dec-2015,0.16666666666666666
SC Nanda Gomukh,Jan-2016,0.3333333333333333
SC Nanda Gomukh,Feb-2016,0.0
SC Nanda Gomukh,Mar-2016,0.4
SC Nanda Gomukh,Total,0.24561403508771928
SC Navegaon,Apr-2015,0.6
SC Navegaon,May-2015,0.5
SC Navegaon,Jun-2015,0.8571428571428571
SC Navegaon,Jul-2015,0.5555555555555556
SC Navegaon,Aug-2015,0.6
SC Navegaon,Sep-2015,0.42857142857142855
SC Navegaon,Oct-2015,0.5
SC Navegaon,Nov-2015,0.75
SC Navegaon,Dec-2015,0.25
SC Navegaon,Jan-2016,0.6666666666666666
SC Navegaon,Feb-2016,0.7272727272727273
SC Navegaon,Mar-2016,0.5714285714285714
SC Navegaon,Total,0.6105263157894737
SC Navegaonkhairi,Apr-2015,0.2
SC Navegaonkhairi,May-2015,1.0
SC Navegaonkhairi,Jun-2015,0.5
SC Navegaonkhairi,Jul-2015,0.6666666666666666
SC Navegaonkhairi,Aug-2015,0.3333333333333333
SC Navegaonkhairi,Sep-2015,0.4
SC Navegaonkhairi,Oct-2015,1.0
SC Navegaonkhairi,Nov-2015,0.5
SC Navegaonkhairi,Dec-2015,0.0
SC Navegaonkhairi,Jan-2016,0.0
SC Navegaonkhairi,Feb-2016,0.4
SC Navegaonkhairi,Mar-2016,0.75
SC Navegaonkhairi,Total,0.4716981132075472
SC Neri Vyhad,Apr-2015,0.16666666666666666
SC Neri Vyhad,May-2015,0.6666666666666666
SC Neri Vyhad,Jun-2015,0.625
SC Neri Vyhad,Jul-2015,0.3333333333333333
SC Neri Vyhad,Aug-2015,0.3
SC Neri Vyhad,Sep-2015,0.5
SC Neri Vyhad,Oct-2015,0.0
SC Neri Vyhad,Nov-2015,0.25
SC Neri Vyhad,Dec-2015,1.0
SC Neri Vyhad,Jan-2016,0.4
SC Neri Vyhad,Feb-2016,0.4
SC Neri Vyhad,Mar-2016,0.2
SC Neri Vyhad,Total,0.4126984126984127
SC Niharwani,Apr-2015,0.0
SC Niharwani,May-2015,0.0
SC Niharwani,Jun-2015,0.1111111111111111
SC Niharwani,Jul-2015,0.0
SC Niharwani,Aug-2015,0.0
SC Niharwani,Sep-2015,0.0
SC Niharwani,Oct-2015,0.6
SC Niharwani,Nov-2015,1.0
SC Niharwani,Dec-2015,0.16666666666666666
SC Niharwani,Jan-2016,0.25
SC Niharwani,Feb-2016,0.14285714285714285
SC Niharwani,Mar-2016,0.0
SC Niharwani,Total,0.14814814814814814
SC Nildoh,Apr-2015,0.3150684931506849
SC Nildoh,May-2015,0.3728813559322034
SC Nildoh,Jun-2015,0.4186046511627907
SC Nildoh,Jul-2015,0.3018867924528302
SC Nildoh,Aug-2015,0.23636363636363636
SC Nildoh,Sep-2015,0.35802469135802467
SC Nildoh,Oct-2015,0.37037037037037035
SC Nildoh,Nov-2015,0.24561403508771928
SC Nildoh,Dec-2015,0.26229508196721313
SC Nildoh,Jan-2016,0.3387096774193548
SC Nildoh,Feb-2016,0.3023255813953488
SC Nildoh,Mar-2016,0.27631578947368424
SC Nildoh,Total,0.31520223152022314
SC Nimkheda Tarasa,Apr-2015,0.0
SC Nimkheda Tarasa,May-2015,0.42857142857142855
SC Nimkheda Tarasa,Jun-2015,0.2
SC Nimkheda Tarasa,Jul-2015,0.3
SC Nimkheda Tarasa,Aug-2015,0.5
SC Nimkheda Tarasa,Sep-2015,0.2857142857142857
SC Nimkheda Tarasa,Oct-2015,0.2727272727272727
SC Nimkheda Tarasa,Nov-2015,0.4
SC Nimkheda Tarasa,Dec-2015,0.8571428571428571
SC Nimkheda Tarasa,Jan-2016,0.0
SC Nimkheda Tarasa,Feb-2016,0.2
SC Nimkheda Tarasa,Mar-2016,0.0
SC Nimkheda Tarasa,Total,0.27956989247311825
SC Nishanghat,Apr-2015,0.25
SC Nishanghat,May-2015,1.0
SC Nishanghat,Jun-2015,1.0
SC Nishanghat,Jul-2015,1.0
SC Nishanghat,Aug-2015,0.8
SC Nishanghat,Sep-2015,0.5
SC Nishanghat,Oct-2015,0.5
SC Nishanghat,Nov-2015,0.5
SC Nishanghat,Dec-2015,0.6666666666666666
SC Nishanghat,Jan-2016,0.4
SC Nishanghat,Feb-2016,0.0
SC Nishanghat,Mar-2016,1.0
SC Nishanghat,Total,0.5609756097560976
SC PALORA,Apr-2015,0.2
SC PALORA,May-2015,0.25
SC PALORA,Jun-2015,0.4166666666666667
SC PALORA,Jul-2015,0.6
SC PALORA,Aug-2015,0.0
SC PALORA,Sep-2015,0.6666666666666666
SC PALORA,Oct-2015,1.0
SC PALORA,Nov-2015,0.75
SC PALORA,Dec-2015,0.3
SC PALORA,Jan-2016,0.3333333333333333
SC PALORA,Feb-2016,0.3333333333333333
SC PALORA,Mar-2016,0.75
SC PALORA,Total,0.42028985507246375
SC PIMPLA KEVALRAM,Apr-2015,1.0
SC PIMPLA KEVALRAM,May-2015,0.5
SC PIMPLA KEVALRAM,Jun-2015,1.0
SC PIMPLA KEVALRAM,Jul-2015,0.5
SC PIMPLA KEVALRAM,Aug-2015,0.5555555555555556
SC PIMPLA KEVALRAM,Sep-2015,0.5555555555555556
SC PIMPLA KEVALRAM,Oct-2015,0.2857142857142857
SC PIMPLA KEVALRAM,Nov-2015,0.4444444444444444
SC PIMPLA KEVALRAM,Dec-2015,0.5
SC PIMPLA KEVALRAM,Jan-2016,0.5
SC PIMPLA KEVALRAM,Feb-2016,0.625
SC PIMPLA KEVALRAM,Mar-2016,0.4
SC PIMPLA KEVALRAM,Total,0.5466666666666666
SC PITHORI,Apr-2015,0.5
SC PITHORI,May-2015,0.5
SC PITHORI,Jun-2015,0.6666666666666666
SC PITHORI,Jul-2015,0.6
SC PITHORI,Aug-2015,0.5
SC PITHORI,Sep-2015,0.375
SC PITHORI,Oct-2015,0.6666666666666666
SC PITHORI,Nov-2015,
SC PITHORI,Dec-2015,0.6
SC PITHORI,Jan-2016,0.25
SC PITHORI,Feb-2016,0.0
SC PITHORI,Mar-2016,0.2857142857142857
SC PITHORI,Total,0.4444444444444444
SC PULLAR,Apr-2015,0.25
SC PULLAR,May-2015,0.0
SC PULLAR,Jun-2015,0.5
SC PULLAR,Jul-2015,0.0
SC PULLAR,Aug-2015,0.4
SC PULLAR,Sep-2015,0.5
SC PULLAR,Oct-2015,1.0
SC PULLAR,Nov-2015,1.0
SC PULLAR,Dec-2015,0.4
SC PULLAR,Jan-2016,0.16666666666666666
SC PULLAR,Feb-2016,0.0
SC PULLAR,Mar-2016,1.0
SC PULLAR,Total,0.37209302325581395
SC Pachakhedi,Apr-2015,0.2222222222222222
SC Pachakhedi,May-2015,0.3333333333333333
SC Pachakhedi,Jun-2015,0.3333333333333333
SC Pachakhedi,Jul-2015,0.6
SC Pachakhedi,Aug-2015,0.5
SC Pachakhedi,Sep-2015,0.25
SC Pachakhedi,Oct-2015,0.2
SC Pachakhedi,Nov-2015,0.0
SC Pachakhedi,Dec-2015,0.3333333333333333
SC Pachakhedi,Jan-2016,0.5
SC Pachakhedi,Feb-2016,0.8333333333333334
SC Pachakhedi,Mar-2016,0.25
SC Pachakhedi,Total,0.36764705882352944
SC Pachgaon,Apr-2015,0.3333333333333333
SC Pachgaon,May-2015,0.5
SC Pachgaon,Jun-2015,0.25
SC Pachgaon,Jul-2015,0.14285714285714285
SC Pachgaon,Aug-2015,0.46153846153846156
SC Pachgaon,Sep-2015,0.16666666666666666
SC Pachgaon,Oct-2015,0.3333333333333333
SC Pachgaon,Nov-2015,0.5555555555555556
SC Pachgaon,Dec-2015,0.36363636363636365
SC Pachgaon,Jan-2016,0.2
SC Pachgaon,Feb-2016,0.8333333333333334
SC Pachgaon,Mar-2016,0.625
SC Pachgaon,Total,0.3838383838383838
SC Palsad,Apr-2015,0.0
SC Palsad,May-2015,0.3333333333333333
SC Palsad,Jun-2015,0.2857142857142857
SC Palsad,Jul-2015,0.14285714285714285
SC Palsad,Aug-2015,0.4
SC Palsad,Sep-2015,0.3
SC Palsad,Oct-2015,0.0
SC Palsad,Nov-2015,0.4
SC Palsad,Dec-2015,0.4
SC Palsad,Jan-2016,0.75
SC Palsad,Feb-2016,0.4
SC Palsad,Mar-2016,0.0
SC Palsad,Total,0.29577464788732394
SC Palsawali,Apr-2015,0.6666666666666666
SC Palsawali,May-2015,0.0
SC Palsawali,Jun-2015,0.6666666666666666
SC Palsawali,Jul-2015,0.8571428571428571
SC Palsawali,Aug-2015,0.6
SC Palsawali,Sep-2015,0.3333333333333333
SC Palsawali,Oct-2015,0.6666666666666666
SC Palsawali,Nov-2015,0.5
SC Palsawali,Dec-2015,0.25
SC Palsawali,Jan-2016,0.5714285714285714
SC Palsawali,Feb-2016,1.0
SC Palsawali,Mar-2016,0.2
SC Palsawali,Total,0.5384615384615384
SC Panjara,Apr-2015,0.75
SC Panjara,May-2015,0.5
SC Panjara,Jun-2015,0.5555555555555556
SC Panjara,Jul-2015,0.4
SC Panjara,Aug-2015,0.6666666666666666
SC Panjara,Sep-2015,0.75
SC Panjara,Oct-2015,0.5
SC Panjara,Nov-2015,0.75
SC Panjara,Dec-2015,0.625
SC Panjara,Jan-2016,0.2857142857142857
SC Panjara,Feb-2016,0.8
SC Panjara,Mar-2016,0.8333333333333334
SC Panjara,Total,0.6176470588235294
SC Pardi Mohapa,Apr-2015,0.6666666666666666
SC Pardi Mohapa,May-2015,0.75
SC Pardi Mohapa,Jun-2015,1.0
SC Pardi Mohapa,Jul-2015,0.75
SC Pardi Mohapa,Aug-2015,1.0
SC Pardi Mohapa,Sep-2015,0.2
SC Pardi Mohapa,Oct-2015,0.0
SC Pardi Mohapa,Nov-2015,0.6
SC Pardi Mohapa,Dec-2015,0.3333333333333333
SC Pardi Mohapa,Jan-2016,0.5
SC Pardi Mohapa,Feb-2016,0.3333333333333333
SC Pardi Mohapa,Mar-2016,0.6
SC Pardi Mohapa,Total,0.5
SC Parshivani,Apr-2015,0.42857142857142855
SC Parshivani,May-2015,0.5
SC Parshivani,Jun-2015,0.42857142857142855
SC Parshivani,Jul-2015,0.25
SC Parshivani,Aug-2015,0.16
SC Parshivani,Sep-2015,0.23809523809523808
SC Parshivani,Oct-2015,0.35
SC Parshivani,Nov-2015,0.4
SC Parshivani,Dec-2015,0.4
SC Parshivani,Jan-2016,0.1
SC Parshivani,Feb-2016,0.21428571428571427
SC Parshivani,Mar-2016,0.23076923076923078
SC Parshivani,Total,0.3010752688172043
SC Parsodi Mohapa,Apr-2015,0.45454545454545453
SC Parsodi Mohapa,May-2015,0.25
SC Parsodi Mohapa,Jun-2015,0.5
SC Parsodi Mohapa,Jul-2015,0.3333333333333333
SC Parsodi Mohapa,Aug-2015,1.0
SC Parsodi Mohapa,Sep-2015,0.0
SC Parsodi Mohapa,Oct-2015,0.5
SC Parsodi Mohapa,Nov-2015,0.5714285714285714
SC Parsodi Mohapa,Dec-2015,0.5
SC Parsodi Mohapa,Jan-2016,0.6666666666666666
SC Parsodi Mohapa,Feb-2016,0.6666666666666666
SC Parsodi Mohapa,Mar-2016,1.0
SC Parsodi Mohapa,Total,0.5185185185185185
SC Patansaongi,Apr-2015,0.1
SC Patansaongi,May-2015,0.07692307692307693
SC Patansaongi,Jun-2015,0.2
SC Patansaongi,Jul-2015,0.3125
SC Patansaongi,Aug-2015,0.0
SC Patansaongi,Sep-2015,0.07692307692307693
SC Patansaongi,Oct-2015,0.06666666666666667
SC Patansaongi,Nov-2015,0.375
SC Patansaongi,Dec-2015,0.3076923076923077
SC Patansaongi,Jan-2016,0.25
SC Patansaongi,Feb-2016,0.1875
SC Patansaongi,Mar-2016,0.2727272727272727
SC Patansaongi,Total,0.18
SC Patgovari,Apr-2015,0.0
SC Patgovari,May-2015,0.0
SC Patgovari,Jun-2015,0.0
SC Patgovari,Jul-2015,0.5
SC Patgovari,Aug-2015,0.3333333333333333
SC Patgovari,Sep-2015,0.5
SC Patgovari,Oct-2015,0.2
SC Patgovari,Nov-2015,0.75
SC Patgovari,Dec-2015,0.4
SC Patgovari,Jan-2016,0.0
SC Patgovari,Feb-2016,0.4
SC Patgovari,Mar-2016,0.42857142857142855
SC Patgovari,Total,0.3076923076923077
SC Pathrai,Apr-2015,
SC Pathrai,May-2015,
SC Pathrai,Jun-2015,1.0
SC Pathrai,Jul-2015,1.0
SC Pathrai,Aug-2015,0.8
SC Pathrai,Sep-2015,0.75
SC Pathrai,Oct-2015,1.0
SC Pathrai,Nov-2015,1.0
SC Pathrai,Dec-2015,1.0
SC Pathrai,Jan-2016,0.6
SC Pathrai,Feb-2016,0.8571428571428571
SC Pathrai,Mar-2016,0.8333333333333334
SC Pathrai,Total,0.8536585365853658
SC Pipla,Apr-2015,0.5
SC Pipla,May-2015,0.5
SC Pipla,Jun-2015,1.0
SC Pipla,Jul-2015,0.375
SC Pipla,Aug-2015,0.5
SC Pipla,Sep-2015,0.0
SC Pipla,Oct-2015,0.3333333333333333
SC Pipla,Nov-2015,0.5
SC Pipla,Dec-2015,0.5
SC Pipla,Jan-2016,0.75
SC Pipla,Feb-2016,0.0
SC Pipla,Mar-2016,0.0
SC Pipla,Total,0.4634146341463415
SC Pipla (daB),Apr-2015,0.42857142857142855
SC Pipla (daB),May-2015,0.4
SC Pipla (daB),Jun-2015,0.6363636363636364
SC Pipla (daB),Jul-2015,0.6
SC Pipla (daB),Aug-2015,0.4
SC Pipla (daB),Sep-2015,0.5
SC Pipla (daB),Oct-2015,0.2
SC Pipla (daB),Nov-2015,0.5
SC Pipla (daB),Dec-2015,0.42857142857142855
SC Pipla (daB),Jan-2016,0.2857142857142857
SC Pipla (daB),Feb-2016,0.0
SC Pipla (daB),Mar-2016,0.25
SC Pipla (daB),Total,0.40625
SC Pipra,Apr-2015,0.6666666666666666
SC Pipra,May-2015,1.0
SC Pipra,Jun-2015,0.0
SC Pipra,Jul-2015,0.6
SC Pipra,Aug-2015,0.0
SC Pipra,Sep-2015,0.0
SC Pipra,Oct-2015,0.5
SC Pipra,Nov-2015,0.0
SC Pipra,Dec-2015,0.0
SC Pipra,Jan-2016,0.5
SC Pipra,Feb-2016,0.0
SC Pipra,Mar-2016,0.3333333333333333
SC Pipra,Total,0.375
SC Pipriya,Apr-2015,1.0
SC Pipriya,May-2015,1.0
SC Pipriya,Jun-2015,
SC Pipriya,Jul-2015,0.3333333333333333
SC Pipriya,Aug-2015,1.0
SC Pipriya,Sep-2015,1.0
SC Pipriya,Oct-2015,1.0
SC Pipriya,Nov-2015,1.0
SC Pipriya,Dec-2015,0.8
SC Pipriya,Jan-2016,1.0
SC Pipriya,Feb-2016,1.0
SC Pipriya,Mar-2016,1.0
SC Pipriya,Total,0.896551724137931
SC Pota Chicholi,Apr-2015,0.4
SC Pota Chicholi,May-2015,0.4666666666666667
SC Pota Chicholi,Jun-2015,0.45454545454545453
SC Pota Chicholi,Jul-2015,0.4666666666666667
SC Pota Chicholi,Aug-2015,0.16666666666666666
SC Pota Chicholi,Sep-2015,0.3076923076923077
SC Pota Chicholi,Oct-2015,0.45454545454545453
SC Pota Chicholi,Nov-2015,0.36363636363636365
SC Pota Chicholi,Dec-2015,0.5882352941176471
SC Pota Chicholi,Jan-2016,0.5
SC Pota Chicholi,Feb-2016,0.23076923076923078
SC Pota Chicholi,Mar-2016,0.5384615384615384
SC Pota Chicholi,Total,0.4177215189873418
SC Pusagondi,Apr-2015,0.8571428571428571
SC Pusagondi,May-2015,0.7142857142857143
SC Pusagondi,Jun-2015,1.0
SC Pusagondi,Jul-2015,0.5555555555555556
SC Pusagondi,Aug-2015,0.8
SC Pusagondi,Sep-2015,0.5
SC Pusagondi,Oct-2015,0.75
SC Pusagondi,Nov-2015,0.8571428571428571
SC Pusagondi,Dec-2015,0.75
SC Pusagondi,Jan-2016,0.8333333333333334
SC Pusagondi,Feb-2016,0.5
SC Pusagondi,Mar-2016,1.0
SC Pusagondi,Total,0.7258064516129032
SC RAMTHI,Apr-2015,1.0
SC RAMTHI,May-2015,
SC RAMTHI,Jun-2015,0.0
SC RAMTHI,Jul-2015,0.6666666666666666
SC RAMTHI,Aug-2015,0.0
SC RAMTHI,Sep-2015,1.0
SC RAMTHI,Oct-2015,0.6666666666666666
SC RAMTHI,Nov-2015,0.5
SC RAMTHI,Dec-2015,0.5
SC RAMTHI,Jan-2016,0.5
SC RAMTHI,Feb-2016,0.0
SC RAMTHI,Mar-2016,0.0
SC RAMTHI,Total,0.45454545454545453
SC Rajola,Apr-2015,0.6
SC Rajola,May-2015,0.2
SC Rajola,Jun-2015,0.0
SC Rajola,Jul-2015,0.2857142857142857
SC Rajola,Aug-2015,0.5555555555555556
SC Rajola,Sep-2015,0.2222222222222222
SC Rajola,Oct-2015,0.2
SC Rajola,Nov-2015,0.4
SC Rajola,Dec-2015,0.125
SC Rajola,Jan-2016,0.3333333333333333
SC Rajola,Feb-2016,0.5
SC Rajola,Mar-2016,0.25
SC Rajola,Total,0.2891566265060241
SC Rewaral,Apr-2015,0.4444444444444444
SC Rewaral,May-2015,0.16666666666666666
SC Rewaral,Jun-2015,0.4166666666666667
SC Rewaral,Jul-2015,0.14285714285714285
SC Rewaral,Aug-2015,0.4444444444444444
SC Rewaral,Sep-2015,0.4444444444444444
SC Rewaral,Oct-2015,0.07142857142857142
SC Rewaral,Nov-2015,0.18181818181818182
SC Rewaral,Dec-2015,0.2222222222222222
SC Rewaral,Jan-2016,0.25
SC Rewaral,Feb-2016,0.3333333333333333
SC Rewaral,Mar-2016,0.2222222222222222
SC Rewaral,Total,0.264
SC Rohna,Apr-2015,0.25
SC Rohna,May-2015,0.8
SC Rohna,Jun-2015,0.6666666666666666
SC Rohna,Jul-2015,0.5
SC Rohna,Aug-2015,1.0
SC Rohna,Sep-2015,1.0
SC Rohna,Oct-2015,0.7
SC Rohna,Nov-2015,0.6666666666666666
SC Rohna,Dec-2015,0.5
SC Rohna,Jan-2016,0.8
SC Rohna,Feb-2016,0.8
SC Rohna,Mar-2016,0.8
SC Rohna,Total,0.7142857142857143
SC Rualgao,Apr-2015,0.0
SC Rualgao,May-2015,0.0
SC Rualgao,Jun-2015,1.0
SC Rualgao,Jul-2015,1.0
SC Rualgao,Aug-2015,0.0
SC Rualgao,Sep-2015,0.75
SC Rualgao,Oct-2015,1.0
SC Rualgao,Nov-2015,1.0
SC Rualgao,Dec-2015,1.0
SC Rualgao,Jan-2016,0.6666666666666666
SC Rualgao,Feb-2016,0.8
SC Rualgao,Mar-2016,0.6666666666666666
SC Rualgao,Total,0.6585365853658537
SC SALAI,Apr-2015,0.5
SC SALAI,May-2015,0.5
SC SALAI,Jun-2015,0.875
SC SALAI,Jul-2015,0.5714285714285714
SC SALAI,Aug-2015,0.2
SC SALAI,Sep-2015,1.0
SC SALAI,Oct-2015,0.8571428571428571
SC SALAI,Nov-2015,0.6
SC SALAI,Dec-2015,0.25
SC SALAI,Jan-2016,0.5
SC SALAI,Feb-2016,0.2
SC SALAI,Mar-2016,0.5
SC SALAI,Total,0.5652173913043478
SC SALEGHAT,Apr-2015,1.0
SC SALEGHAT,May-2015,1.0
SC SALEGHAT,Jun-2015,
SC SALEGHAT,Jul-2015,1.0
SC SALEGHAT,Aug-2015,
SC SALEGHAT,Sep-2015,1.0
SC SALEGHAT,Oct-2015,1.0
SC SALEGHAT,Nov-2015,
SC SALEGHAT,Dec-2015,1.0
SC SALEGHAT,Jan-2016,1.0
SC SALEGHAT,Feb-2016,
SC SALEGHAT,Mar-2016,1.0
SC SALEGHAT,Total,1.0
SC SALESARI,Apr-2015,0.5
SC SALESARI,May-2015,0.3333333333333333
SC SALESARI,Jun-2015,0.5
SC SALESARI,Jul-2015,0.6
SC SALESARI,Aug-2015,
SC SALESARI,Sep-2015,0.0
SC SALESARI,Oct-2015,1.0
SC SALESARI,Nov-2015,1.0
SC SALESARI,Dec-2015,0.0
SC SALESARI,Jan-2016,0.6666666666666666
SC SALESARI,Feb-2016,0.75
SC SALESARI,Mar-2016,0.75
SC SALESARI,Total,0.5675675675675675
SC SATAK,Apr-2015,0.0
SC SATAK,May-2015,0.25
SC SATAK,Jun-2015,0.3333333333333333
SC SATAK,Jul-2015,0.2857142857142857
SC SATAK,Aug-2015,0.25
SC SATAK,Sep-2015,0.14285714285714285
SC SATAK,Oct-2015,0.2
SC SATAK,Nov-2015,0.0
SC SATAK,Dec-2015,0.0
SC SATAK,Jan-2016,0.5
SC SATAK,Feb-2016,0.16666666666666666
SC SATAK,Mar-2016,0.14285714285714285
SC SATAK,Total,0.22388059701492538
SC SHIVAPUR,Apr-2015,0.3333333333333333
SC SHIVAPUR,May-2015,0.3333333333333333
SC SHIVAPUR,Jun-2015,0.3333333333333333
SC SHIVAPUR,Jul-2015,1.0
SC SHIVAPUR,Aug-2015,0.0
SC SHIVAPUR,Sep-2015,0.25
SC SHIVAPUR,Oct-2015,0.25
SC SHIVAPUR,Nov-2015,1.0
SC SHIVAPUR,Dec-2015,0.5
SC SHIVAPUR,Jan-2016,0.0
SC SHIVAPUR,Feb-2016,0.5
SC SHIVAPUR,Mar-2016,1.0
SC SHIVAPUR,Total,0.3333333333333333
SC SIHORA,Apr-2015,1.0
SC SIHORA,May-2015,1.0
SC SIHORA,Jun-2015,1.0
SC SIHORA,Jul-2015,1.0
SC SIHORA,Aug-2015,0.9411764705882353
SC SIHORA,Sep-2015,0.8181818181818182
SC SIHORA,Oct-2015,0.9285714285714286
SC SIHORA,Nov-2015,1.0
SC SIHORA,Dec-2015,1.0
SC SIHORA,Jan-2016,1.0
SC SIHORA,Feb-2016,1.0
SC SIHORA,Mar-2016,
SC SIHORA,Total,0.967479674796748
