,,Fraction of pregnant women registered within 1st trimester
SC Musalgaon,Mar-2016,0.5
SC Musalgaon,Total,0.7543859649122807
SC Musewadi,Apr-2015,1.0
SC Musewadi,May-2015,1.0
SC Musewadi,Jun-2015,1.0
SC Musewadi,Jul-2015,1.0
SC Musewadi,Aug-2015,1.0
SC Musewadi,Sep-2015,1.0
SC Musewadi,Oct-2015,1.0
SC Musewadi,Nov-2015,0.5
SC Musewadi,Dec-2015,1.0
SC Musewadi,Jan-2016,1.0
SC Musewadi,Feb-2016,1.0
SC Musewadi,Mar-2016,1.0
SC Musewadi,Total,0.9722222222222222
SC NAND,Apr-2015,1.0
SC NAND,May-2015,
SC NAND,Jun-2015,1.0
SC NAND,Jul-2015,0.5
SC NAND,Aug-2015,1.0
SC NAND,Sep-2015,1.0
SC NAND,Oct-2015,1.0
SC NAND,Nov-2015,1.0
SC NAND,Dec-2015,1.0
SC NAND,Jan-2016,1.0
SC NAND,Feb-2016,1.0
SC NAND,Mar-2016,0.75
SC NAND,Total,0.90625
SC NARHAR,Apr-2015,1.0
SC NARHAR,May-2015,1.0
SC NARHAR,Jun-2015,
SC NARHAR,Jul-2015,1.0
SC NARHAR,Aug-2015,1.0
SC NARHAR,Sep-2015,1.0
SC NARHAR,Oct-2015,
SC NARHAR,Nov-2015,1.0
SC NARHAR,Dec-2015,
SC NARHAR,Jan-2016,0.5
SC NARHAR,Feb-2016,1.0
SC NARHAR,Mar-2016,1.0
SC NARHAR,Total,0.8666666666666667
SC NAXI,Apr-2015,0.875
SC NAXI,May-2015,1.0
SC NAXI,Jun-2015,1.0
SC NAXI,Jul-2015,1.0
SC NAXI,Aug-2015,1.0
SC NAXI,Sep-2015,1.0
SC NAXI,Oct-2015,1.0
SC NAXI,Nov-2015,1.0
SC NAXI,Dec-2015,0.6666666666666666
SC NAXI,Jan-2016,0.6666666666666666
SC NAXI,Feb-2016,0.8571428571428571
SC NAXI,Mar-2016,1.0
SC NAXI,Total,0.9322033898305084
SC NIMKHEDA,Apr-2015,0.9090909090909091
SC NIMKHEDA,May-2015,0.75
SC NIMKHEDA,Jun-2015,1.0
SC NIMKHEDA,Jul-2015,0.875
SC NIMKHEDA,Aug-2015,1.0
SC NIMKHEDA,Sep-2015,0.9
SC NIMKHEDA,Oct-2015,1.0
SC NIMKHEDA,Nov-2015,1.0
SC NIMKHEDA,Dec-2015,0.75
SC NIMKHEDA,Jan-2016,0.7
SC NIMKHEDA,Feb-2016,1.0
SC NIMKHEDA,Mar-2016,1.0
SC NIMKHEDA,Total,0.9181818181818182
SC Nagalwadi,Apr-2015,1.0
SC Nagalwadi,May-2015,0.4
SC Nagalwadi,Jun-2015,0.5
SC Nagalwadi,Jul-2015,0.6666666666666666
SC Nagalwadi,Aug-2015,1.0
SC Nagalwadi,Sep-2015,0.0
SC Nagalwadi,Oct-2015,1.0
SC Nagalwadi,Nov-2015,1.0
SC Nagalwadi,Dec-2015,1.0
SC Nagalwadi,Jan-2016,1.0
SC Nagalwadi,Feb-2016,
SC Nagalwadi,Mar-2016,0.8
SC Nagalwadi,Total,0.782608695652174
SC Nagardhan,Apr-2015,0.8461538461538461
SC Nagardhan,May-2015,0.45454545454545453
SC Nagardhan,Jun-2015,0.7368421052631579
SC Nagardhan,Jul-2015,0.6071428571428571
SC Nagardhan,Aug-2015,0.6818181818181818
SC Nagardhan,Sep-2015,0.0
SC Nagardhan,Oct-2015,0.5
SC Nagardhan,Nov-2015,0.75
SC Nagardhan,Dec-2015,0.7222222222222222
SC Nagardhan,Jan-2016,0.5384615384615384
SC Nagardhan,Feb-2016,0.7083333333333334
SC Nagardhan,Mar-2016,0.7777777777777778
SC Nagardhan,Total,0.630901287553648
SC Nanda Gomukh,Apr-2015,1.0
SC Nanda Gomukh,May-2015,0.6666666666666666
SC Nanda Gomukh,Jun-2015,0.6666666666666666
SC Nanda Gomukh,Jul-2015,1.0
SC Nanda Gomukh,Aug-2015,1.0
SC Nanda Gomukh,Sep-2015,0.6666666666666666
SC Nanda Gomukh,Oct-2015,0.6666666666666666
SC Nanda Gomukh,Nov-2015,0.0
SC Nanda Gomukh,Dec-2015,1.0
SC Nanda Gomukh,Jan-2016,0.8333333333333334
SC Nanda Gomukh,Feb-2016,1.0
SC Nanda Gomukh,Mar-2016,1.0
SC Nanda Gomukh,Total,0.7894736842105263
SC Navegaon,Apr-2015,1.0
SC Navegaon,May-2015,1.0
SC Navegaon,Jun-2015,0.8571428571428571
SC Navegaon,Jul-2015,1.0
SC Navegaon,Aug-2015,1.0
SC Navegaon,Sep-2015,1.0
SC Navegaon,Oct-2015,1.0
SC Navegaon,Nov-2015,1.0
SC Navegaon,Dec-2015,1.0
SC Navegaon,Jan-2016,0.9333333333333333
SC Navegaon,Feb-2016,1.0
SC Navegaon,Mar-2016,0.7142857142857143
SC Navegaon,Total,0.9578947368421052
SC Navegaonkhairi,Apr-2015,0.8
SC Navegaonkhairi,May-2015,1.0
SC Navegaonkhairi,Jun-2015,0.75
SC Navegaonkhairi,Jul-2015,0.6666666666666666
SC Navegaonkhairi,Aug-2015,1.0
SC Navegaonkhairi,Sep-2015,1.0
SC Navegaonkhairi,Oct-2015,0.6
SC Navegaonkhairi,Nov-2015,0.5
SC Navegaonkhairi,Dec-2015,1.0
SC Navegaonkhairi,Jan-2016,1.0
SC Navegaonkhairi,Feb-2016,0.8
SC Navegaonkhairi,Mar-2016,0.75
SC Navegaonkhairi,Total,0.8113207547169812
SC Neri Vyhad,Apr-2015,1.0
SC Neri Vyhad,May-2015,1.0
SC Neri Vyhad,Jun-2015,1.0
SC Neri Vyhad,Jul-2015,1.0
SC Neri Vyhad,Aug-2015,0.7
SC Neri Vyhad,Sep-2015,0.75
SC Neri Vyhad,Oct-2015,1.0
SC Neri Vyhad,Nov-2015,1.0
SC Neri Vyhad,Dec-2015,0.8
SC Neri Vyhad,Jan-2016,0.8
SC Neri Vyhad,Feb-2016,1.0
SC Neri Vyhad,Mar-2016,0.4
SC Neri Vyhad,Total,0.8571428571428571
SC Niharwani,Apr-2015,1.0
SC Niharwani,May-2015,0.6666666666666666
SC Niharwani,Jun-2015,0.8888888888888888
SC Niharwani,Jul-2015,0.8333333333333334
SC Niharwani,Aug-2015,1.0
SC Niharwani,Sep-2015,1.0
SC Niharwani,Oct-2015,1.0
SC Niharwani,Nov-2015,1.0
SC Niharwani,Dec-2015,1.0
SC Niharwani,Jan-2016,1.0
SC Niharwani,Feb-2016,0.8571428571428571
SC Niharwani,Mar-2016,1.0
SC Niharwani,Total,0.9259259259259259
SC Nildoh,Apr-2015,0.863013698630137
SC Nildoh,May-2015,0.847457627118644
SC Nildoh,Jun-2015,0.8372093023255814
SC Nildoh,Jul-2015,0.8679245283018868
SC Nildoh,Aug-2015,0.8909090909090909
SC Nildoh,Sep-2015,0.8765432098765432
SC Nildoh,Oct-2015,1.0
SC Nildoh,Nov-2015,0.9122807017543859
SC Nildoh,Dec-2015,0.8524590163934426
SC Nildoh,Jan-2016,0.9193548387096774
SC Nildoh,Feb-2016,0.9069767441860465
SC Nildoh,Mar-2016,0.9342105263157895
SC Nildoh,Total,0.8926080892608089
SC Nimkheda Tarasa,Apr-2015,0.75
SC Nimkheda Tarasa,May-2015,1.0
SC Nimkheda Tarasa,Jun-2015,0.7
SC Nimkheda Tarasa,Jul-2015,1.0
SC Nimkheda Tarasa,Aug-2015,1.0
SC Nimkheda Tarasa,Sep-2015,1.0
SC Nimkheda Tarasa,Oct-2015,0.7272727272727273
SC Nimkheda Tarasa,Nov-2015,0.4
SC Nimkheda Tarasa,Dec-2015,0.7142857142857143
SC Nimkheda Tarasa,Jan-2016,0.5
SC Nimkheda Tarasa,Feb-2016,1.0
SC Nimkheda Tarasa,Mar-2016,1.0
SC Nimkheda Tarasa,Total,0.8387096774193549
SC Nishanghat,Apr-2015,1.0
SC Nishanghat,May-2015,1.0
SC Nishanghat,Jun-2015,1.0
SC Nishanghat,Jul-2015,1.0
SC Nishanghat,Aug-2015,1.0
SC Nishanghat,Sep-2015,0.75
SC Nishanghat,Oct-2015,0.5
SC Nishanghat,Nov-2015,1.0
SC Nishanghat,Dec-2015,0.6666666666666666
SC Nishanghat,Jan-2016,0.8
SC Nishanghat,Feb-2016,1.0
SC Nishanghat,Mar-2016,1.0
SC Nishanghat,Total,0.8780487804878049
SC PALORA,Apr-2015,0.8
SC PALORA,May-2015,0.75
SC PALORA,Jun-2015,0.8333333333333334
SC PALORA,Jul-2015,1.0
SC PALORA,Aug-2015,0.8333333333333334
SC PALORA,Sep-2015,1.0
SC PALORA,Oct-2015,1.0
SC PALORA,Nov-2015,1.0
SC PALORA,Dec-2015,0.9
SC PALORA,Jan-2016,0.8333333333333334
SC PALORA,Feb-2016,1.0
SC PALORA,Mar-2016,1.0
SC PALORA,Total,0.8985507246376812
SC PIMPLA KEVALRAM,Apr-2015,0.6666666666666666
SC PIMPLA KEVALRAM,May-2015,0.6666666666666666
SC PIMPLA KEVALRAM,Jun-2015,0.6
SC PIMPLA KEVALRAM,Jul-2015,0.5
SC PIMPLA KEVALRAM,Aug-2015,0.7777777777777778
SC PIMPLA KEVALRAM,Sep-2015,0.8888888888888888
SC PIMPLA KEVALRAM,Oct-2015,0.8571428571428571
SC PIMPLA KEVALRAM,Nov-2015,1.0
SC PIMPLA KEVALRAM,Dec-2015,0.5
SC PIMPLA KEVALRAM,Jan-2016,0.25
SC PIMPLA KEVALRAM,Feb-2016,0.875
SC PIMPLA KEVALRAM,Mar-2016,1.0
SC PIMPLA KEVALRAM,Total,0.76
SC PITHORI,Apr-2015,0.5
SC PITHORI,May-2015,0.5
SC PITHORI,Jun-2015,0.3333333333333333
SC PITHORI,Jul-2015,0.8
SC PITHORI,Aug-2015,0.5
SC PITHORI,Sep-2015,0.5
SC PITHORI,Oct-2015,0.6666666666666666
SC PITHORI,Nov-2015,
SC PITHORI,Dec-2015,0.4
SC PITHORI,Jan-2016,1.0
SC PITHORI,Feb-2016,1.0
SC PITHORI,Mar-2016,0.2857142857142857
SC PITHORI,Total,0.5555555555555556
SC PULLAR,Apr-2015,0.75
SC PULLAR,May-2015,0.75
SC PULLAR,Jun-2015,1.0
SC PULLAR,Jul-2015,0.6666666666666666
SC PULLAR,Aug-2015,0.6
SC PULLAR,Sep-2015,1.0
SC PULLAR,Oct-2015,1.0
SC PULLAR,Nov-2015,1.0
SC PULLAR,Dec-2015,1.0
SC PULLAR,Jan-2016,1.0
SC PULLAR,Feb-2016,1.0
SC PULLAR,Mar-2016,1.0
SC PULLAR,Total,0.8837209302325582
SC Pachakhedi,Apr-2015,1.0
SC Pachakhedi,May-2015,0.8888888888888888
SC Pachakhedi,Jun-2015,1.0
SC Pachakhedi,Jul-2015,1.0
SC Pachakhedi,Aug-2015,1.0
SC Pachakhedi,Sep-2015,1.0
SC Pachakhedi,Oct-2015,1.0
SC Pachakhedi,Nov-2015,1.0
SC Pachakhedi,Dec-2015,0.8333333333333334
SC Pachakhedi,Jan-2016,1.0
SC Pachakhedi,Feb-2016,0.8333333333333334
SC Pachakhedi,Mar-2016,0.75
SC Pachakhedi,Total,0.9411764705882353
SC Pachgaon,Apr-2015,1.0
SC Pachgaon,May-2015,1.0
SC Pachgaon,Jun-2015,1.0
SC Pachgaon,Jul-2015,0.0
SC Pachgaon,Aug-2015,0.46153846153846156
SC Pachgaon,Sep-2015,0.3333333333333333
SC Pachgaon,Oct-2015,0.3333333333333333
SC Pachgaon,Nov-2015,0.6666666666666666
SC Pachgaon,Dec-2015,0.7272727272727273
SC Pachgaon,Jan-2016,0.7
SC Pachgaon,Feb-2016,0.5
SC Pachgaon,Mar-2016,0.875
SC Pachgaon,Total,0.6262626262626263
SC Palsad,Apr-2015,0.7777777777777778
SC Palsad,May-2015,0.6666666666666666
SC Palsad,Jun-2015,0.7142857142857143
SC Palsad,Jul-2015,0.7142857142857143
SC Palsad,Aug-2015,0.8
SC Palsad,Sep-2015,0.7
SC Palsad,Oct-2015,0.5
SC Palsad,Nov-2015,0.8
SC Palsad,Dec-2015,0.8
SC Palsad,Jan-2016,0.75
SC Palsad,Feb-2016,0.8
SC Palsad,Mar-2016,0.0
SC Palsad,Total,0.7323943661971831
SC Palsawali,Apr-2015,1.0
SC Palsawali,May-2015,1.0
SC Palsawali,Jun-2015,1.0
SC Palsawali,Jul-2015,0.8571428571428571
SC Palsawali,Aug-2015,1.0
SC Palsawali,Sep-2015,0.8333333333333334
SC Palsawali,Oct-2015,1.0
SC Palsawali,Nov-2015,0.5
SC Palsawali,Dec-2015,0.75
SC Palsawali,Jan-2016,1.0
SC Palsawali,Feb-2016,1.0
SC Palsawali,Mar-2016,0.8
SC Palsawali,Total,0.9038461538461539
SC Panjara,Apr-2015,1.0
SC Panjara,May-2015,1.0
SC Panjara,Jun-2015,1.0
SC Panjara,Jul-2015,0.4
SC Panjara,Aug-2015,0.5
SC Panjara,Sep-2015,1.0
SC Panjara,Oct-2015,0.5
SC Panjara,Nov-2015,0.75
SC Panjara,Dec-2015,1.0
SC Panjara,Jan-2016,1.0
SC Panjara,Feb-2016,1.0
SC Panjara,Mar-2016,0.3333333333333333
SC Panjara,Total,0.7941176470588235
SC Pardi Mohapa,Apr-2015,1.0
SC Pardi Mohapa,May-2015,1.0
SC Pardi Mohapa,Jun-2015,1.0
SC Pardi Mohapa,Jul-2015,1.0
SC Pardi Mohapa,Aug-2015,1.0
SC Pardi Mohapa,Sep-2015,0.8
SC Pardi Mohapa,Oct-2015,1.0
SC Pardi Mohapa,Nov-2015,0.8
SC Pardi Mohapa,Dec-2015,1.0
SC Pardi Mohapa,Jan-2016,1.0
SC Pardi Mohapa,Feb-2016,0.3333333333333333
SC Pardi Mohapa,Mar-2016,0.8
SC Pardi Mohapa,Total,0.8809523809523809
SC Parshivani,Apr-2015,0.7142857142857143
SC Parshivani,May-2015,0.7142857142857143
SC Parshivani,Jun-2015,0.7142857142857143
SC Parshivani,Jul-2015,0.75
SC Parshivani,Aug-2015,0.8
SC Parshivani,Sep-2015,0.8571428571428571
SC Parshivani,Oct-2015,0.8
SC Parshivani,Nov-2015,1.0
SC Parshivani,Dec-2015,1.0
SC Parshivani,Jan-2016,1.0
SC Parshivani,Feb-2016,1.0
SC Parshivani,Mar-2016,1.0
SC Parshivani,Total,0.8494623655913979
SC Parsodi Mohapa,Apr-2015,1.0
SC Parsodi Mohapa,May-2015,1.0
SC Parsodi Mohapa,Jun-2015,1.0
SC Parsodi Mohapa,Jul-2015,1.0
SC Parsodi Mohapa,Aug-2015,1.0
SC Parsodi Mohapa,Sep-2015,1.0
SC Parsodi Mohapa,Oct-2015,1.0
SC Parsodi Mohapa,Nov-2015,1.0
SC Parsodi Mohapa,Dec-2015,1.0
SC Parsodi Mohapa,Jan-2016,1.0
SC Parsodi Mohapa,Feb-2016,1.0
SC Parsodi Mohapa,Mar-2016,1.0
SC Parsodi Mohapa,Total,1.0
SC Patansaongi,Apr-2015,0.8
SC Patansaongi,May-2015,0.6923076923076923
SC Patansaongi,Jun-2015,0.7333333333333333
SC Patansaongi,Jul-2015,0.5625
SC Patansaongi,Aug-2015,0.8333333333333334
SC Patansaongi,Sep-2015,0.6153846153846154
SC Patansaongi,Oct-2015,0.8
SC Patansaongi,Nov-2015,0.875
SC Patansaongi,Dec-2015,0.6923076923076923
SC Patansaongi,Jan-2016,0.875
SC Patansaongi,Feb-2016,0.8125
SC Patansaongi,Mar-2016,0.9090909090909091
SC Patansaongi,Total,0.7533333333333333
SC Patgovari,Apr-2015,1.0
SC Patgovari,May-2015,1.0
SC Patgovari,Jun-2015,0.8
SC Patgovari,Jul-2015,0.75
SC Patgovari,Aug-2015,1.0
SC Patgovari,Sep-2015,1.0
SC Patgovari,Oct-2015,1.0
SC Patgovari,Nov-2015,1.0
SC Patgovari,Dec-2015,0.8
SC Patgovari,Jan-2016,1.0
SC Patgovari,Feb-2016,0.8
SC Patgovari,Mar-2016,0.7142857142857143
SC Patgovari,Total,0.8846153846153846
SC Pathrai,Apr-2015,
SC Pathrai,May-2015,
SC Pathrai,Jun-2015,1.0
SC Pathrai,Jul-2015,1.0
SC Pathrai,Aug-2015,1.0
SC Pathrai,Sep-2015,1.0
SC Pathrai,Oct-2015,1.0
SC Pathrai,Nov-2015,0.8571428571428571
SC Pathrai,Dec-2015,0.0
SC Pathrai,Jan-2016,0.8
SC Pathrai,Feb-2016,0.8571428571428571
SC Pathrai,Mar-2016,1.0
SC Pathrai,Total,0.9024390243902439
SC Pipla,Apr-2015,0.75
SC Pipla,May-2015,1.0
SC Pipla,Jun-2015,1.0
SC Pipla,Jul-2015,0.875
SC Pipla,Aug-2015,1.0
SC Pipla,Sep-2015,1.0
SC Pipla,Oct-2015,1.0
SC Pipla,Nov-2015,1.0
SC Pipla,Dec-2015,1.0
SC Pipla,Jan-2016,1.0
SC Pipla,Feb-2016,1.0
SC Pipla,Mar-2016,1.0
SC Pipla,Total,0.9512195121951219
SC Pipla (daB),Apr-2015,0.7142857142857143
SC Pipla (daB),May-2015,0.8
SC Pipla (daB),Jun-2015,0.7272727272727273
SC Pipla (daB),Jul-2015,1.0
SC Pipla (daB),Aug-2015,1.0
SC Pipla (daB),Sep-2015,0.5
SC Pipla (daB),Oct-2015,0.8
SC Pipla (daB),Nov-2015,1.0
SC Pipla (daB),Dec-2015,0.8571428571428571
SC Pipla (daB),Jan-2016,0.8571428571428571
SC Pipla (daB),Feb-2016,0.75
SC Pipla (daB),Mar-2016,1.0
SC Pipla (daB),Total,0.828125
SC Pipra,Apr-2015,1.0
SC Pipra,May-2015,1.0
SC Pipra,Jun-2015,0.0
SC Pipra,Jul-2015,1.0
SC Pipra,Aug-2015,1.0
SC Pipra,Sep-2015,1.0
SC Pipra,Oct-2015,1.0
SC Pipra,Nov-2015,1.0
SC Pipra,Dec-2015,0.5
SC Pipra,Jan-2016,1.0
SC Pipra,Feb-2016,1.0
SC Pipra,Mar-2016,0.6666666666666666
SC Pipra,Total,0.875
SC Pipriya,Apr-2015,0.5
SC Pipriya,May-2015,0.8
SC Pipriya,Jun-2015,
SC Pipriya,Jul-2015,0.6666666666666666
SC Pipriya,Aug-2015,1.0
SC Pipriya,Sep-2015,0.5
SC Pipriya,Oct-2015,1.0
SC Pipriya,Nov-2015,1.0
SC Pipriya,Dec-2015,1.0
SC Pipriya,Jan-2016,1.0
SC Pipriya,Feb-2016,1.0
SC Pipriya,Mar-2016,1.0
SC Pipriya,Total,0.8620689655172413
SC Pota Chicholi,Apr-2015,0.6
SC Pota Chicholi,May-2015,0.6
SC Pota Chicholi,Jun-2015,0.5454545454545454
SC Pota Chicholi,Jul-2015,0.6
SC Pota Chicholi,Aug-2015,0.5833333333333334
SC Pota Chicholi,Sep-2015,0.46153846153846156
SC Pota Chicholi,Oct-2015,0.5454545454545454
SC Pota Chicholi,Nov-2015,0.5454545454545454
SC Pota Chicholi,Dec-2015,0.6470588235294118
SC Pota Chicholi,Jan-2016,0.5
SC Pota Chicholi,Feb-2016,0.46153846153846156
SC Pota Chicholi,Mar-2016,0.5384615384615384
SC Pota Chicholi,Total,0.5569620253164557
SC Pusagondi,Apr-2015,1.0
SC Pusagondi,May-2015,0.8571428571428571
SC Pusagondi,Jun-2015,0.5
SC Pusagondi,Jul-2015,0.8888888888888888
SC Pusagondi,Aug-2015,1.0
SC Pusagondi,Sep-2015,1.0
SC Pusagondi,Oct-2015,1.0
SC Pusagondi,Nov-2015,0.8571428571428571
SC Pusagondi,Dec-2015,1.0
SC Pusagondi,Jan-2016,0.8333333333333334
SC Pusagondi,Feb-2016,1.0
SC Pusagondi,Mar-2016,1.0
SC Pusagondi,Total,0.9193548387096774
SC RAMTHI,Apr-2015,1.0
SC RAMTHI,May-2015,
SC RAMTHI,Jun-2015,1.0
SC RAMTHI,Jul-2015,0.0
SC RAMTHI,Aug-2015,0.2
SC RAMTHI,Sep-2015,1.0
SC RAMTHI,Oct-2015,1.0
SC RAMTHI,Nov-2015,1.0
SC RAMTHI,Dec-2015,1.0
SC RAMTHI,Jan-2016,1.0
SC RAMTHI,Feb-2016,1.0
SC RAMTHI,Mar-2016,1.0
SC RAMTHI,Total,0.7878787878787878
SC Rajola,Apr-2015,1.0
SC Rajola,May-2015,0.8
SC Rajola,Jun-2015,1.0
SC Rajola,Jul-2015,1.0
SC Rajola,Aug-2015,0.8888888888888888
SC Rajola,Sep-2015,0.7777777777777778
SC Rajola,Oct-2015,0.6
SC Rajola,Nov-2015,1.0
SC Rajola,Dec-2015,0.875
SC Rajola,Jan-2016,1.0
SC Rajola,Feb-2016,1.0
SC Rajola,Mar-2016,0.875
SC Rajola,Total,0.891566265060241
SC Rewaral,Apr-2015,0.8888888888888888
SC Rewaral,May-2015,1.0
SC Rewaral,Jun-2015,1.0
SC Rewaral,Jul-2015,1.0
SC Rewaral,Aug-2015,1.0
SC Rewaral,Sep-2015,1.0
SC Rewaral,Oct-2015,0.9285714285714286
SC Rewaral,Nov-2015,1.0
SC Rewaral,Dec-2015,1.0
SC Rewaral,Jan-2016,0.875
SC Rewaral,Feb-2016,1.0
SC Rewaral,Mar-2016,1.0
SC Rewaral,Total,0.976
SC Rohna,Apr-2015,0.25
SC Rohna,May-2015,1.0
SC Rohna,Jun-2015,1.0
SC Rohna,Jul-2015,1.0
SC Rohna,Aug-2015,1.0
SC Rohna,Sep-2015,1.0
SC Rohna,Oct-2015,0.9
SC Rohna,Nov-2015,1.0
SC Rohna,Dec-2015,1.0
SC Rohna,Jan-2016,1.0
SC Rohna,Feb-2016,1.0
SC Rohna,Mar-2016,1.0
SC Rohna,Total,0.9365079365079365
SC Rualgao,Apr-2015,0.0
SC Rualgao,May-2015,0.5
SC Rualgao,Jun-2015,1.0
SC Rualgao,Jul-2015,0.5
SC Rualgao,Aug-2015,0.0
SC Rualgao,Sep-2015,0.75
SC Rualgao,Oct-2015,1.0
SC Rualgao,Nov-2015,1.0
SC Rualgao,Dec-2015,1.0
SC Rualgao,Jan-2016,1.0
SC Rualgao,Feb-2016,1.0
SC Rualgao,Mar-2016,1.0
SC Rualgao,Total,0.7317073170731707
SC SALAI,Apr-2015,0.5
SC SALAI,May-2015,1.0
SC SALAI,Jun-2015,0.625
SC SALAI,Jul-2015,0.5714285714285714
SC SALAI,Aug-2015,0.6
SC SALAI,Sep-2015,0.5
SC SALAI,Oct-2015,0.8571428571428571
SC SALAI,Nov-2015,0.8
SC SALAI,Dec-2015,0.875
SC SALAI,Jan-2016,1.0
SC SALAI,Feb-2016,0.4
SC SALAI,Mar-2016,0.75
SC SALAI,Total,0.6811594202898551
SC SALEGHAT,Apr-2015,1.0
SC SALEGHAT,May-2015,1.0
SC SALEGHAT,Jun-2015,
SC SALEGHAT,Jul-2015,1.0
SC SALEGHAT,Aug-2015,
SC SALEGHAT,Sep-2015,1.0
SC SALEGHAT,Oct-2015,1.0
SC SALEGHAT,Nov-2015,
SC SALEGHAT,Dec-2015,1.0
SC SALEGHAT,Jan-2016,1.0
SC SALEGHAT,Feb-2016,
SC SALEGHAT,Mar-2016,1.0
SC SALEGHAT,Total,1.0
SC SALESARI,Apr-2015,0.6666666666666666
SC SALESARI,May-2015,1.0
SC SALESARI,Jun-2015,1.0
SC SALESARI,Jul-2015,0.8
SC SALESARI,Aug-2015,
SC SALESARI,Sep-2015,1.0
SC SALESARI,Oct-2015,1.0
SC SALESARI,Nov-2015,1.0
SC SALESARI,Dec-2015,1.0
SC SALESARI,Jan-2016,0.6666666666666666
SC SALESARI,Feb-2016,1.0
SC SALESARI,Mar-2016,0.75
SC SALESARI,Total,0.8648648648648649
SC SATAK,Apr-2015,1.0
SC SATAK,May-2015,1.0
SC SATAK,Jun-2015,0.8333333333333334
SC SATAK,Jul-2015,1.0
SC SATAK,Aug-2015,1.0
SC SATAK,Sep-2015,1.0
SC SATAK,Oct-2015,0.8
SC SATAK,Nov-2015,0.4
SC SATAK,Dec-2015,1.0
SC SATAK,Jan-2016,0.875
SC SATAK,Feb-2016,0.8333333333333334
SC SATAK,Mar-2016,1.0
SC SATAK,Total,0.8955223880597015
SC SHIVAPUR,Apr-2015,1.0
SC SHIVAPUR,May-2015,1.0
SC SHIVAPUR,Jun-2015,1.0
SC SHIVAPUR,Jul-2015,1.0
SC SHIVAPUR,Aug-2015,0.8333333333333334
SC SHIVAPUR,Sep-2015,1.0
SC SHIVAPUR,Oct-2015,1.0
SC SHIVAPUR,Nov-2015,1.0
SC SHIVAPUR,Dec-2015,1.0
SC SHIVAPUR,Jan-2016,0.8
SC SHIVAPUR,Feb-2016,1.0
SC SHIVAPUR,Mar-2016,1.0
SC SHIVAPUR,Total,0.9523809523809523
SC SIHORA,Apr-2015,0.6428571428571429
SC SIHORA,May-2015,1.0
SC SIHORA,Jun-2015,0.5
SC SIHORA,Jul-2015,1.0
SC SIHORA,Aug-2015,0.29411764705882354
SC SIHORA,Sep-2015,1.0
SC SIHORA,Oct-2015,0.2857142857142857
SC SIHORA,Nov-2015,0.7142857142857143
SC SIHORA,Dec-2015,0.7272727272727273
SC SIHORA,Jan-2016,0.5714285714285714
SC SIHORA,Feb-2016,1.0
SC SIHORA,Mar-2016,
SC SIHORA,Total,0.6504065040650406
SC SINGARKHEDA,Apr-2015,1.0
SC SINGARKHEDA,May-2015,1.0
SC SINGARKHEDA,Jun-2015,0.5
SC SINGARKHEDA,Jul-2015,0.6666666666666666
SC SINGARKHEDA,Aug-2015,1.0
SC SINGARKHEDA,Sep-2015,0.0
SC SINGARKHEDA,Oct-2015,1.0
SC SINGARKHEDA,Nov-2015,0.0
SC SINGARKHEDA,Dec-2015,1.0
SC SINGARKHEDA,Jan-2016,0.8
SC SINGARKHEDA,Feb-2016,0.0
SC SINGARKHEDA,Mar-2016,0.8571428571428571
SC SINGARKHEDA,Total,0.7142857142857143
SC Salai Godhni,Apr-2015,0.6666666666666666
SC Salai Godhni,May-2015,0.6666666666666666
SC Salai Godhni,Jun-2015,0.7142857142857143
SC Salai Godhni,Jul-2015,0.5
SC Salai Godhni,Aug-2015,0.8888888888888888
SC Salai Godhni,Sep-2015,0.875
SC Salai Godhni,Oct-2015,0.7692307692307693
SC Salai Godhni,Nov-2015,0.8888888888888888
SC Salai Godhni,Dec-2015,0.8333333333333334
SC Salai Godhni,Jan-2016,0.7692307692307693
SC Salai Godhni,Feb-2016,0.8333333333333334
SC Salai Godhni,Mar-2016,0.8108108108108109
SC Salai Godhni,Total,0.7682926829268293
SC Salaidabha,Apr-2015,1.0
SC Salaidabha,May-2015,1.0
SC Salaidabha,Jun-2015,0.8
SC Salaidabha,Jul-2015,0.8571428571428571
SC Salaidabha,Aug-2015,0.8333333333333334
SC Salaidabha,Sep-2015,0.875
SC Salaidabha,Oct-2015,0.875
SC Salaidabha,Nov-2015,0.8
SC Salaidabha,Dec-2015,0.7692307692307693
SC Salaidabha,Jan-2016,0.8
SC Salaidabha,Feb-2016,1.0
SC Salaidabha,Mar-2016,1.0
SC Salaidabha,Total,0.8672566371681416
SC Salwa,Apr-2015,1.0
SC Salwa,May-2015,0.75
SC Salwa,Jun-2015,1.0
SC Salwa,Jul-2015,1.0
SC Salwa,Aug-2015,1.0
SC Salwa,Sep-2015,1.0
SC Salwa,Oct-2015,1.0
SC Salwa,Nov-2015,1.0
SC Salwa,Dec-2015,1.0
SC Salwa,Jan-2016,0.8333333333333334
SC Salwa,Feb-2016,1.0
SC Salwa,Mar-2016,1.0
SC Salwa,Total,0.9555555555555556
SC Sawali Dhapewada,Apr-2015,
SC Sawali Dhapewada,May-2015,1.0
SC Sawali Dhapewada,Jun-2015,1.0
SC Sawali Dhapewada,Jul-2015,1.0
SC Sawali Dhapewada,Aug-2015,1.0
SC Sawali Dhapewada,Sep-2015,1.0
