,,Fraction of pregnant women registered within 1st trimester
PHC Mendhala,May-2015,1.0
PHC Mendhala,Jun-2015,0.7142857142857143
PHC Mendhala,Jul-2015,0.8620689655172413
PHC Mendhala,Aug-2015,0.68
PHC Mendhala,Sep-2015,0.9259259259259259
PHC Mendhala,Oct-2015,0.90625
PHC Mendhala,Nov-2015,0.9230769230769231
PHC Mendhala,Dec-2015,0.8787878787878788
PHC Mendhala,Jan-2016,0.8918918918918919
PHC Mendhala,Feb-2016,0.7916666666666666
PHC Mendhala,Mar-2016,0.9655172413793104
PHC Mendhala,Total,0.8779761904761905
PHC Mohapa,Apr-2015,0.9459459459459459
PHC Mohapa,May-2015,0.918918918918919
PHC Mohapa,Jun-2015,0.9642857142857143
PHC Mohapa,Jul-2015,0.9117647058823529
PHC Mohapa,Aug-2015,0.9310344827586207
PHC Mohapa,Sep-2015,0.8275862068965517
PHC Mohapa,Oct-2015,0.8846153846153846
PHC Mohapa,Nov-2015,0.8387096774193549
PHC Mohapa,Dec-2015,1.0
PHC Mohapa,Jan-2016,0.92
PHC Mohapa,Feb-2016,0.8
PHC Mohapa,Mar-2016,0.7142857142857143
PHC Mohapa,Total,0.8898071625344353
PHC Mowad,Apr-2015,0.8518518518518519
PHC Mowad,May-2015,0.7352941176470589
PHC Mowad,Jun-2015,0.85
PHC Mowad,Jul-2015,0.627906976744186
PHC Mowad,Aug-2015,0.868421052631579
PHC Mowad,Sep-2015,0.8648648648648649
PHC Mowad,Oct-2015,0.8163265306122449
PHC Mowad,Nov-2015,0.8076923076923077
PHC Mowad,Dec-2015,0.8181818181818182
PHC Mowad,Jan-2016,0.8918918918918919
PHC Mowad,Feb-2016,0.7631578947368421
PHC Mowad,Mar-2016,0.782608695652174
PHC Mowad,Total,0.8047058823529412
PHC Nagardhan(24X7),Apr-2015,0.8461538461538461
PHC Nagardhan(24X7),May-2015,0.717391304347826
PHC Nagardhan(24X7),Jun-2015,0.7083333333333334
PHC Nagardhan(24X7),Jul-2015,0.7017543859649122
PHC Nagardhan(24X7),Aug-2015,0.82
PHC Nagardhan(24X7),Sep-2015,0.3939393939393939
PHC Nagardhan(24X7),Oct-2015,0.625
PHC Nagardhan(24X7),Nov-2015,0.8157894736842105
PHC Nagardhan(24X7),Dec-2015,0.8222222222222222
PHC Nagardhan(24X7),Jan-2016,0.6
PHC Nagardhan(24X7),Feb-2016,0.7547169811320755
PHC Nagardhan(24X7),Mar-2016,0.8409090909090909
PHC Nagardhan(24X7),Total,0.7323420074349443
PHC Nand (Nagpur),Apr-2015,0.782608695652174
PHC Nand (Nagpur),May-2015,0.6785714285714286
PHC Nand (Nagpur),Jun-2015,0.7894736842105263
PHC Nand (Nagpur),Jul-2015,0.8571428571428571
PHC Nand (Nagpur),Aug-2015,0.7941176470588235
PHC Nand (Nagpur),Sep-2015,0.8409090909090909
PHC Nand (Nagpur),Oct-2015,0.9318181818181818
PHC Nand (Nagpur),Nov-2015,0.9411764705882353
PHC Nand (Nagpur),Dec-2015,0.9393939393939394
PHC Nand (Nagpur),Jan-2016,0.71875
PHC Nand (Nagpur),Feb-2016,0.7037037037037037
PHC Nand (Nagpur),Mar-2016,0.7857142857142857
PHC Nand (Nagpur),Total,0.8179271708683473
PHC Navagaon Khairi(24X7),Apr-2015,0.9411764705882353
PHC Navagaon Khairi(24X7),May-2015,0.7647058823529411
PHC Navagaon Khairi(24X7),Jun-2015,0.6666666666666666
PHC Navagaon Khairi(24X7),Jul-2015,0.8461538461538461
PHC Navagaon Khairi(24X7),Aug-2015,0.9545454545454546
PHC Navagaon Khairi(24X7),Sep-2015,0.8888888888888888
PHC Navagaon Khairi(24X7),Oct-2015,0.9090909090909091
PHC Navagaon Khairi(24X7),Nov-2015,0.5833333333333334
PHC Navagaon Khairi(24X7),Dec-2015,0.7619047619047619
PHC Navagaon Khairi(24X7),Jan-2016,0.9310344827586207
PHC Navagaon Khairi(24X7),Feb-2016,0.9047619047619048
PHC Navagaon Khairi(24X7),Mar-2016,0.7368421052631579
PHC Navagaon Khairi(24X7),Total,0.8365758754863813
PHC Pachgaon IPHS(24X7),Apr-2015,0.7831325301204819
PHC Pachgaon IPHS(24X7),May-2015,0.8194444444444444
PHC Pachgaon IPHS(24X7),Jun-2015,0.8045977011494253
PHC Pachgaon IPHS(24X7),Jul-2015,0.5625
PHC Pachgaon IPHS(24X7),Aug-2015,0.7424242424242424
PHC Pachgaon IPHS(24X7),Sep-2015,0.7352941176470589
PHC Pachgaon IPHS(24X7),Oct-2015,0.7419354838709677
PHC Pachgaon IPHS(24X7),Nov-2015,0.7796610169491526
PHC Pachgaon IPHS(24X7),Dec-2015,0.7564102564102564
PHC Pachgaon IPHS(24X7),Jan-2016,0.8153846153846154
PHC Pachgaon IPHS(24X7),Feb-2016,0.726027397260274
PHC Pachgaon IPHS(24X7),Mar-2016,0.8466666666666667
PHC Pachgaon IPHS(24X7),Total,0.7656415694591728
PHC Patansawangi,Apr-2015,0.7391304347826086
PHC Patansawangi,May-2015,0.8070175438596491
PHC Patansawangi,Jun-2015,0.7272727272727273
PHC Patansawangi,Jul-2015,0.7457627118644068
PHC Patansawangi,Aug-2015,0.8055555555555556
PHC Patansawangi,Sep-2015,0.6730769230769231
PHC Patansawangi,Oct-2015,0.8245614035087719
PHC Patansawangi,Nov-2015,0.8947368421052632
PHC Patansawangi,Dec-2015,0.44285714285714284
PHC Patansawangi,Jan-2016,0.8688524590163934
PHC Patansawangi,Feb-2016,0.8656716417910447
PHC Patansawangi,Mar-2016,0.7903225806451613
PHC Patansawangi,Total,0.7589041095890411
PHC Raipur IPHS(24X7,Apr-2015,0.6086956521739131
PHC Raipur IPHS(24X7,May-2015,0.6381909547738693
PHC Raipur IPHS(24X7,Jun-2015,0.5240384615384616
PHC Raipur IPHS(24X7,Jul-2015,0.5368852459016393
PHC Raipur IPHS(24X7,Aug-2015,0.5663716814159292
PHC Raipur IPHS(24X7,Sep-2015,0.6845238095238095
PHC Raipur IPHS(24X7,Oct-2015,0.5450819672131147
PHC Raipur IPHS(24X7,Nov-2015,0.6647398843930635
PHC Raipur IPHS(24X7,Dec-2015,0.5804195804195804
PHC Raipur IPHS(24X7,Jan-2016,0.7083333333333334
PHC Raipur IPHS(24X7,Feb-2016,0.72
PHC Raipur IPHS(24X7,Mar-2016,0.68
PHC Raipur IPHS(24X7,Total,0.6152659984579799
PHC Salwa,Apr-2015,1.0
PHC Salwa,May-2015,0.8529411764705882
PHC Salwa,Jun-2015,1.0
PHC Salwa,Jul-2015,1.0
PHC Salwa,Aug-2015,0.9583333333333334
PHC Salwa,Sep-2015,0.9310344827586207
PHC Salwa,Oct-2015,0.8571428571428571
PHC Salwa,Nov-2015,1.0
PHC Salwa,Dec-2015,0.8
PHC Salwa,Jan-2016,0.8571428571428571
PHC Salwa,Feb-2016,0.7777777777777778
PHC Salwa,Mar-2016,0.9210526315789473
PHC Salwa,Total,0.9049180327868852
PHC Satak,Apr-2015,0.9259259259259259
PHC Satak,May-2015,0.9166666666666666
PHC Satak,Jun-2015,0.9
PHC Satak,Jul-2015,0.9166666666666666
PHC Satak,Aug-2015,1.0
PHC Satak,Sep-2015,0.9
PHC Satak,Oct-2015,0.9047619047619048
PHC Satak,Nov-2015,0.8235294117647058
PHC Satak,Dec-2015,0.875
PHC Satak,Jan-2016,0.8461538461538461
PHC Satak,Feb-2016,0.9032258064516129
PHC Satak,Mar-2016,0.9722222222222222
PHC Satak,Total,0.9116719242902208
PHC Sawaergaon,Apr-2015,0.90625
PHC Sawaergaon,May-2015,0.8181818181818182
PHC Sawaergaon,Jun-2015,0.6451612903225806
PHC Sawaergaon,Jul-2015,0.7647058823529411
PHC Sawaergaon,Aug-2015,0.7777777777777778
PHC Sawaergaon,Sep-2015,0.6153846153846154
PHC Sawaergaon,Oct-2015,0.7
PHC Sawaergaon,Nov-2015,0.8
PHC Sawaergaon,Dec-2015,0.775
PHC Sawaergaon,Jan-2016,0.6857142857142857
PHC Sawaergaon,Feb-2016,0.8235294117647058
PHC Sawaergaon,Mar-2016,0.631578947368421
PHC Sawaergaon,Total,0.7406483790523691
PHC Sirsi,Apr-2015,0.9473684210526315
PHC Sirsi,May-2015,1.0
PHC Sirsi,Jun-2015,0.8235294117647058
PHC Sirsi,Jul-2015,0.875
PHC Sirsi,Aug-2015,0.9285714285714286
PHC Sirsi,Sep-2015,1.0
PHC Sirsi,Oct-2015,1.0
PHC Sirsi,Nov-2015,1.0
PHC Sirsi,Dec-2015,0.8421052631578947
PHC Sirsi,Jan-2016,0.9230769230769231
PHC Sirsi,Feb-2016,1.0
PHC Sirsi,Mar-2016,0.7727272727272727
PHC Sirsi,Total,0.9135135135135135
PHC Somnala,Apr-2015,0.8181818181818182
PHC Somnala,May-2015,0.8157894736842105
PHC Somnala,Jun-2015,1.0
PHC Somnala,Jul-2015,0.8048780487804879
PHC Somnala,Aug-2015,0.8444444444444444
PHC Somnala,Sep-2015,0.8571428571428571
PHC Somnala,Oct-2015,0.9772727272727273
PHC Somnala,Nov-2015,0.8
PHC Somnala,Dec-2015,0.8085106382978723
PHC Somnala,Jan-2016,0.7894736842105263
PHC Somnala,Feb-2016,0.8571428571428571
PHC Somnala,Mar-2016,0.9090909090909091
PHC Somnala,Total,0.8556485355648535
PHC Takalghat,Apr-2015,0.9285714285714286
PHC Takalghat,May-2015,0.8902439024390244
PHC Takalghat,Jun-2015,0.868421052631579
PHC Takalghat,Jul-2015,0.8450704225352113
PHC Takalghat,Aug-2015,0.8636363636363636
PHC Takalghat,Sep-2015,0.8253968253968254
PHC Takalghat,Oct-2015,0.7951807228915663
PHC Takalghat,Nov-2015,0.828125
PHC Takalghat,Dec-2015,0.8169014084507042
PHC Takalghat,Jan-2016,0.8421052631578947
PHC Takalghat,Feb-2016,0.8991596638655462
PHC Takalghat,Mar-2016,0.8387096774193549
PHC Takalghat,Total,0.8565400843881856
PHC Tarasa,Apr-2015,0.92
PHC Tarasa,May-2015,0.9375
PHC Tarasa,Jun-2015,0.8208955223880597
PHC Tarasa,Jul-2015,0.8970588235294118
PHC Tarasa,Aug-2015,0.8571428571428571
PHC Tarasa,Sep-2015,0.8409090909090909
PHC Tarasa,Oct-2015,0.847457627118644
PHC Tarasa,Nov-2015,0.7435897435897436
PHC Tarasa,Dec-2015,0.7543859649122807
PHC Tarasa,Jan-2016,0.8392857142857143
PHC Tarasa,Feb-2016,0.9491525423728814
PHC Tarasa,Mar-2016,1.0
PHC Tarasa,Total,0.8672839506172839
PHC Tishti,Apr-2015,0.8571428571428571
PHC Tishti,May-2015,1.0
PHC Tishti,Jun-2015,1.0
PHC Tishti,Jul-2015,1.0
PHC Tishti,Aug-2015,1.0
PHC Tishti,Sep-2015,1.0
PHC Tishti,Oct-2015,0.9
PHC Tishti,Nov-2015,1.0
PHC Tishti,Dec-2015,1.0
PHC Tishti,Jan-2016,1.0
PHC Tishti,Feb-2016,1.0
PHC Tishti,Mar-2016,0.9473684210526315
PHC Tishti,Total,0.9738219895287958
PHC Titur,Apr-2015,0.9649122807017544
PHC Titur,May-2015,0.7884615384615384
PHC Titur,Jun-2015,0.8461538461538461
PHC Titur,Jul-2015,0.8679245283018868
PHC Titur,Aug-2015,0.7115384615384616
PHC Titur,Sep-2015,0.92
PHC Titur,Oct-2015,0.896551724137931
PHC Titur,Nov-2015,0.7804878048780488
PHC Titur,Dec-2015,0.8888888888888888
PHC Titur,Jan-2016,0.803921568627451
PHC Titur,Feb-2016,0.8620689655172413
PHC Titur,Mar-2016,0.8450704225352113
PHC Titur,Total,0.8477905073649754
PHC Veltur IPHS(24X7),Apr-2015,0.9743589743589743
PHC Veltur IPHS(24X7),May-2015,0.9
PHC Veltur IPHS(24X7),Jun-2015,1.0
PHC Veltur IPHS(24X7),Jul-2015,0.8823529411764706
PHC Veltur IPHS(24X7),Aug-2015,0.9787234042553191
PHC Veltur IPHS(24X7),Sep-2015,0.9655172413793104
PHC Veltur IPHS(24X7),Oct-2015,0.9696969696969697
PHC Veltur IPHS(24X7),Nov-2015,0.9230769230769231
PHC Veltur IPHS(24X7),Dec-2015,1.0
PHC Veltur IPHS(24X7),Jan-2016,0.9117647058823529
PHC Veltur IPHS(24X7),Feb-2016,0.9090909090909091
PHC Veltur IPHS(24X7),Mar-2016,0.9090909090909091
PHC Veltur IPHS(24X7),Total,0.9456521739130435
PHC Vyahad,Apr-2015,0.7105263157894737
PHC Vyahad,May-2015,0.6304347826086957
PHC Vyahad,Jun-2015,0.6052631578947368
PHC Vyahad,Jul-2015,0.6044776119402985
PHC Vyahad,Aug-2015,0.6046511627906976
PHC Vyahad,Sep-2015,0.6578947368421053
PHC Vyahad,Oct-2015,0.7647058823529411
PHC Vyahad,Nov-2015,0.6571428571428571
PHC Vyahad,Dec-2015,0.7692307692307693
PHC Vyahad,Jan-2016,0.5416666666666666
PHC Vyahad,Feb-2016,0.6504854368932039
PHC Vyahad,Mar-2016,0.672
PHC Vyahad,Total,0.6532905296950241
PHC Yenava,Apr-2015,0.819672131147541
PHC Yenava,May-2015,0.8205128205128205
PHC Yenava,Jun-2015,0.7962962962962963
PHC Yenava,Jul-2015,0.6153846153846154
PHC Yenava,Aug-2015,0.7954545454545454
PHC Yenava,Sep-2015,0.8717948717948718
PHC Yenava,Oct-2015,0.828125
PHC Yenava,Nov-2015,0.7631578947368421
PHC Yenava,Dec-2015,0.6341463414634146
PHC Yenava,Jan-2016,0.8913043478260869
PHC Yenava,Feb-2016,0.8043478260869565
PHC Yenava,Mar-2016,0.975
PHC Yenava,Total,0.8039927404718693
RH Bhivpur,Apr-2015,0.8333333333333334
RH Bhivpur,May-2015,
RH Bhivpur,Jun-2015,0.5
RH Bhivpur,Jul-2015,0.5
RH Bhivpur,Aug-2015,1.0
RH Bhivpur,Sep-2015,0.375
RH Bhivpur,Oct-2015,0.625
RH Bhivpur,Nov-2015,0.5
RH Bhivpur,Dec-2015,0.5555555555555556
RH Bhivpur,Jan-2016,0.15384615384615385
RH Bhivpur,Feb-2016,0.4
RH Bhivpur,Mar-2016,0.25
RH Bhivpur,Total,0.5
RH Devlapar,Apr-2015,1.0
RH Devlapar,May-2015,
RH Devlapar,Jun-2015,
RH Devlapar,Jul-2015,1.0
RH Devlapar,Aug-2015,1.0
RH Devlapar,Sep-2015,1.0
RH Devlapar,Oct-2015,1.0
RH Devlapar,Nov-2015,
RH Devlapar,Dec-2015,1.0
RH Devlapar,Jan-2016,1.0
RH Devlapar,Feb-2016,1.0
RH Devlapar,Mar-2016,1.0
RH Devlapar,Total,1.0
RH Hingana,Apr-2015,0.8181818181818182
RH Hingana,May-2015,0.6363636363636364
RH Hingana,Jun-2015,1.0
RH Hingana,Jul-2015,0.8181818181818182
RH Hingana,Aug-2015,1.0
RH Hingana,Sep-2015,1.0
RH Hingana,Oct-2015,1.0
RH Hingana,Nov-2015,1.0
RH Hingana,Dec-2015,1.0
RH Hingana,Jan-2016,1.0
RH Hingana,Feb-2016,1.0
RH Hingana,Mar-2016,1.0
RH Hingana,Total,0.8873239436619719
RH Kamleshwar,Apr-2015,0.5882352941176471
RH Kamleshwar,May-2015,0.4230769230769231
RH Kamleshwar,Jun-2015,0.6551724137931034
RH Kamleshwar,Jul-2015,0.46153846153846156
RH Kamleshwar,Aug-2015,0.7407407407407407
RH Kamleshwar,Sep-2015,0.8125
RH Kamleshwar,Oct-2015,0.4
RH Kamleshwar,Nov-2015,0.5714285714285714
RH Kamleshwar,Dec-2015,0.45
RH Kamleshwar,Jan-2016,0.375
RH Kamleshwar,Feb-2016,0.3076923076923077
RH Kamleshwar,Mar-2016,0.6
RH Kamleshwar,Total,0.5368852459016393
RH Katol,Apr-2015,0.8857142857142857
RH Katol,May-2015,0.625
RH Katol,Jun-2015,0.7916666666666666
RH Katol,Jul-2015,0.6571428571428571
RH Katol,Aug-2015,0.8571428571428571
RH Katol,Sep-2015,0.6666666666666666
RH Katol,Oct-2015,0.78125
RH Katol,Nov-2015,0.6785714285714286
RH Katol,Dec-2015,0.6666666666666666
RH Katol,Jan-2016,0.6666666666666666
RH Katol,Feb-2016,0.7391304347826086
RH Katol,Mar-2016,0.8333333333333334
RH Katol,Total,0.7364130434782609
RH Kuhi,Apr-2015,
RH Kuhi,May-2015,
RH Kuhi,Jun-2015,
RH Kuhi,Jul-2015,
RH Kuhi,Aug-2015,
RH Kuhi,Sep-2015,
RH Kuhi,Oct-2015,
RH Kuhi,Nov-2015,
RH Kuhi,Dec-2015,
RH Kuhi,Jan-2016,
RH Kuhi,Feb-2016,
RH Kuhi,Mar-2016,
RH Kuhi,Total,
RH Narkhed,Apr-2015,0.8571428571428571
RH Narkhed,May-2015,0.8333333333333334
RH Narkhed,Jun-2015,0.8947368421052632
RH Narkhed,Jul-2015,0.8846153846153846
RH Narkhed,Aug-2015,0.8333333333333334
RH Narkhed,Sep-2015,0.8
RH Narkhed,Oct-2015,0.9090909090909091
RH Narkhed,Nov-2015,0.84
RH Narkhed,Dec-2015,0.8214285714285714
RH Narkhed,Jan-2016,1.0
RH Narkhed,Feb-2016,1.0
RH Narkhed,Mar-2016,0.8947368421052632
RH Narkhed,Total,0.8745247148288974
RH Omred,Apr-2015,0.38596491228070173
RH Omred,May-2015,0.4444444444444444
RH Omred,Jun-2015,0.3584905660377358
RH Omred,Jul-2015,0.4027777777777778
RH Omred,Aug-2015,0.5636363636363636
RH Omred,Sep-2015,0.48
RH Omred,Oct-2015,0.5333333333333333
RH Omred,Nov-2015,0.2608695652173913
RH Omred,Dec-2015,0.3382352941176471
RH Omred,Jan-2016,0.34210526315789475
RH Omred,Feb-2016,0.5
RH Omred,Mar-2016,0.4444444444444444
RH Omred,Total,0.4274193548387097
RH Parshivani,Apr-2015,0.4
RH Parshivani,May-2015,
RH Parshivani,Jun-2015,
RH Parshivani,Jul-2015,
RH Parshivani,Aug-2015,
RH Parshivani,Sep-2015,
RH Parshivani,Oct-2015,
RH Parshivani,Nov-2015,
RH Parshivani,Dec-2015,
RH Parshivani,Jan-2016,
RH Parshivani,Feb-2016,
RH Parshivani,Mar-2016,
RH Parshivani,Total,0.4
